definition_id,example_sn,example_cn,example_en,example_img
396911,1,糍粑,glutinous rice cake,
396911,2,糖粑。,sweet cake,
397111,1,一望无垠,stretch as far as the eye can see,
397111,2,平沙无垠。,A vast expanse of desert stretches from horizon to horizon.,
397211,1,掣肘。,hold sb. back by pulling their elbow; impede sb. from doing sth.,
397212,1,掣签,draw lots,
397212,2,他赶紧掣回手去。,He quickly drew back his hand.,
397213,1,电掣雷鸣。,Lightning flashed and thunder rolled.,
397511,1,铁轮大车走在石头路上铿铿地响。,The iron wheels of the big cart clattered along the cobbled road.,
397611,1,赳武夫,"stalwart, martial man",
397611,2,"雄赳,气昂昂。",valiant and spirited; full of mettle,
397811,1,镣铐。,handcuffs and chains,
397812,1,把犯人铐起来。,Handcuff the criminal.,
397911,1,手镯,bracelet,
397911,2,玉镯。,jade bracelet,
398011,1,涸辙。,dry rutin,
398212,1,花翎。,peacock feather (on a mandarin's hat),
398511,1,煦暖,warm,
398511,2,和煦,warm; balmy,
398511,3,拂煦。,(of a gentle breeze) blow warmly,
398811,1,匮乏,be short of,
398811,2,匮竭。,be deficient; dry up,
398811,3,〈古arch.〉又同,also same as,
398911,1,义愤填膺。,be filled with moral indignation,
398912,1,荣膺勋章。,be honoured with a medal,
398913,1,膺惩。,send armed forces to suppress,
399011,1,痊愈。,be fully recovered (from an illness),
399111,1,茁壮。,vigorous; sturdy; healthy and strong,
399311,1,钓矶,protruding rock for angling,
399311,2,燕子矶(在江苏),"Swallow Crag (Yanziji, name of a place in Jiangsu Province)",
399311,3,采石矶(在安徽)。,"Quarry Crag (Caishiji, name of a place in Anhui Province)",
399511,1,动辄得咎,be blamed for whatever one does,
399511,2,浅尝辄止。,stop studying soon after getting a smattering of a subject,
399611,1,沏茶,make tea,
399611,2,用开水把糖沏开。,melt sugar in boiling water,
399711,1,五卅运动。,May 30th Movement of 1925,
400011,1,佛龛。,niche enshrined with a Buddhist statue or figurine,
400211,1,清炖排骨。,stew spareribs,
400212,1,炖酒,warm up wine,
400212,2,炖药。,warm (herbal) medicine in a container,
400311,1,韶光。,beautiful springtime; glorious youth,
400411,1,安谧,quiet; still; tranquil,
400411,2,静谧,quiet; still; tranquil,
400411,3,恬谧。,quiet; still; tranquil,
400711,1,视阈,visual range; visual threshold,
400711,2,听阈。,audibility range; aural threshold,
400911,1,诽谤。,slander; calumniate,
401111,1,皎洁,bright and clear,
401111,2,皎月。,luminous moon; bright moon,
401211,1,圭臬。,sundial,
401212,1,圭臬。,sundial,
401411,1,揿电铃。,ring a bell,
401611,1,砍樵。,cut firewood,
401612,1,樵夫,woodman; woodcutter,
401612,2,渔樵。,fishing and cutting wood,
401711,1,绮罗。,fabulous silk fabrics,
401712,1,绮丽。,beautiful,
401811,1,忐不安。,be on tenterhooks,
401911,1,布帛,cloth and silks,
401911,2,财帛,wealth; riches,
401911,3,玉帛。,jades and silks,
402111,1,隔阂。,estrangement; misunderstanding; barrier,
402511,1,水臌,dropsy,
402511,2,气臌。,distension of the abdomen caused by accumulation of gas,
402611,1,瘴疠。,"communicable subtropical diseases, e.g. pernicious malaria, etc.",
402711,1,舀一瓢水。,scoop up a ladle of water,
403221,1,彷歧途,vacillate at a crossroads,
403221,2,彷失措。,at one's wit's end;,
403221,3,also旁皇,pánghuáng,
403411,1,绯红,bright red; rosy; crimson,
403411,2,深绯。,deep (or dark) red,
403811,1,俾众周知,so as to make sth. known to all (or everyone); for the information of all,
403811,2,俾有所悟。,in order to understand; so as to realize,
404111,1,山坞。,col; valley,
404112,1,船坞,dock,
404112,2,花坞。,sunken flower bed,
404113,1,村坞。,village fort,
404321,1,俟机进攻。,wait for an opportunity to attack,
404411,1,"他才二十啷岁,正是年轻力壮的时候。","At around 20, he is in the prime of his life.",
404511,1,四肢百骸。,all the limbs and bones,
404512,1,形骸,human body,
404512,2,病骸,ailing body,
404512,3,遗骸。,remains (of the dead); corpse; (dead) body,
404611,1,妃嫔。,concubines,
404811,1,瘸腿,lame leg,
404811,2,瘸着走,limp; walk with a limp; gimp,
404811,3,摔瘸了腿。,be crippled by a fall,
405012,1,朕兆。,sign; omen,
405111,1,掳掠,plunder; pillage; loot,
405111,2,掳人勒赎。,kidnap and blackmail,
405311,1,拈阄ㄦ,draw lots,
405311,2,拈弓搭箭,draw one's bow and set an arrow on its string,
405311,3,从罐子里拈出一块糖,take a piece of candy from the jar,
405311,4,拈轻怕重。,be picky about one's job; prefer the light to the heavy,
405511,1,凄怆,miserable,
405511,2,悲怆。,heartbroken,
405611,1,竹篾笆。,bamboo basketry,
405811,1,脐带。,umbilical cord,
405812,1,尖脐,pointed belly flap (in a male crab),
405812,2,团脐。,round belly flap (in a female crab),
406011,1,狰可畏。,hideous and repulsive,
406111,1,猝不及防。,be taken by surprise,
406311,1,衣衫褴。,in rags;,
406311,2,also蓝缕,lánlǚ,
406711,1,分爨,have separate kitchens,
406711,2,分居异爨(旧时指弟兄分家过日子)。,(in former times) divide up families and live apart (among brothers),
406712,1,执爨。,cook; prepare meals,
406811,1,官邸,residence of an official,
406811,2,私邸。,private house,
407111,1,引咎自责,hold oneself responsible for a mistake,
407111,2,咎有应得。,deserve one's punishment,
407112,1,既往不咎。,let bygones be bygones; do not censure sb. for his past misdeeds,
407113,1,休咎(吉凶)。,good or bad luck,
407211,1,渎犯,offend; affront,
407211,2,亵渎,blaspheme; profane,
407211,3,烦渎,put sb. to trouble,
407211,4,有渎清神(书信套语,used as a formula of courtesy in correspondence,
407212,1,沟渎。,ditch,
407411,1,栉发,comb one's hair,
407411,2,栉风沐雨。,be combed by the wind and washed by the rain; travel (or work) rain or shine,
407412,1,栉发,comb one's hair,
407412,2,栉风沐雨。,be combed by the wind and washed by the rain; travel (or work) rain or shine,
407511,1,马鬃,horse's mane,
407511,2,猪鬃,pig bristle,
407511,3,鬃刷。,bristle brush,
407611,1,涟漪。,ripples,
407612,1,涟洏,weeping,
407612,2,泣涕涟涟。,tears streaming down one's face; tears flowing continuously,
407911,1,俚语,slang,
407911,2,俚歌。,folk song,
408311,1,亟来问讯。,come repeatedly to ask for information,
408321,1,亟待解决,(of a problem) demanding prompt solution,
408321,2,亟须纠正。,must be speedily put right,
408411,1,惮烦,fear trouble,
408411,2,肆无忌惮,reckless and without inhibition; unscrupulous; unbridled,
408411,3,过则勿惮改。,Do not be afraid to correct a fault when it emerges.,
408611,1,抉择。,choose; make a choice,
408711,1,濡笔,dip a writing brush in ink,
408711,2,濡湿,become wet,
408711,3,耳濡目染。,learn sth. by hearing and seeing it done over time; pick up sth.,
408712,1,濡滞,delay,
408712,2,濡迹。,be detained; be held up,
408821,1,蹴鞠(踢球)。,play football,
408822,1,一蹴而就。,reach a goal in one step; accomplish one's objective in one stroke,
409321,1,挝鼓。,beat a drum,
409411,1,讹字,incorrect words,
409411,2,以讹传讹。,circulate erroneous reports; spread a wrong message,
409412,1,讹钱。,extort money by blackmail,
409511,1,肺腧,acupuncture points for the lungs,
409511,2,胃腧。,acupuncture points for the stomach,
409711,1,淼茫,(of an expanse of water) stretching as far as the eye can see,
409711,2,浩淼,vast expanse of water,
409711,3,碧波淼淼。,vast stretch of blue water,
409811,1,害臊,bashful; shy,
409811,2,臊得脸通红。,blush because of shame or embarrassment,
409821,1,臊气,stench; stink; foul smell,
409821,2,腥臊。,smell of rotten fish,
409911,1,刍秣,fodder,
409911,2,反刍。,ruminate,
409912,1,刍荛。,cut grass and firewood,
409913,1,刍言,(my) humble remark,
409913,2,刍见。,(my) humble comment,
410211,1,烽燧。,nocturnal beacon fire and daytime smoke from burning wolves' dung as alarm signals,
410811,1,灰烬,ashes,
410811,2,余烬。,embers,
410911,1,不谙水性,not good at swimming,
410911,2,素谙针灸之术。,be highly skilled in administering acupuncture and moxibustion,
411111,1,堑壕,trench; entrenchment,
411111,2,长江天堑,natural chasm of the Yangtze River; with the Yangtze River providing a natural barrier against attack,
411111,3,"堑,长一智。","With every pitfall comes greater knowledge. or A fall into the pit, a gain in your wit.",
411211,1,凛冽,piercingly cold,
411211,2,山高风冽。,Cold winds blow in the high mountains.,
411311,1,修缮。,repair,
411312,1,议定书用两种文字各缮一份。,The protocol should be written in two languages and made available in two separate copies.,
411511,1,偏裨,assistant,
411511,2,裨将。,subordinate or lower-ranking general,
411521,1,裨益,benefit,
411521,2,无裨于事(对事情没有益处)。,It will not help. or It will not do any good.,
411611,1,晏起。,sleep in; get up late,
411811,1,燧石。,flint,
411812,1,烽燧。,beacon fire,
412011,1,豆荚,bean pod,
412011,2,皂荚,honey locust,
412011,3,槐树荚。,pod of the pagoda tree,
412411,1,钟灵毓秀。,A favourable environment nurtures great talent.,
412611,1,戛击。,tap lightly,
412711,1,红绫,red damask silk,
412711,2,绫罗绸缎。,silks and satins,
413111,1,卫戍,garrison,
413111,2,戍边。,defend the frontiers,
413611,1,如丸走坂(比喻迅速)。,"like a ball rolling down a hillside; (fig.) speedy, fast",
413711,1,陶俑,pottery figurine,
413711,2,女俑。,terracotta female figurine,
413911,1,出殡,carry a coffin to the cemetery; hold a funeral procession,
413911,2,殡车。,hearse,
414011,1,暗娼,unlicensed prostitute; unregistered prostitute,
414011,2,沦落为娼,reduced to prostitution; become a prostitute,
414011,3,逼良为娼。,drive or force a woman to prostitution,
414111,1,泥泞,muddy; miry,
414111,2,路泞难行。,It is hard to travel on the muddy road.,
414411,1,愤懑。,indignant,
414412,1,愤懑。,indignant,
414611,1,噩梦,nightmare,
414611,2,噩耗。,terrible news of the death of a loved one,
414711,1,胭粉,rouge and powder,
414711,2,胭红。,carmine; rouge,
414811,1,木铎,wooden bell,
414811,2,铃铎,bell,
414811,3,振铎。,strike a bell; issue a clarion call,
415011,1,悚然。,terrified; horrified,
415411,1,这件事来得有点蹊。,There is something mysterious about all this.,
415421,1,蹊径。,narrow path,
415511,1,榷茶,monopoly on tea,
415511,2,榷税(专卖业的税)。,tax on monopolies,
415512,1,商榷。,consult; confer,
415811,1,宣敕,announce an imperial decree,
415811,2,敕命,imperial order,
415811,3,敕封,(of a monarch) appoint sb. to a post; confer a reward or title on sb.,
415811,4,敕撰。,write at the imperial order,
415911,1,"人非圣贤,孰能无过?","No one is a saint, so who can be entirely free from error?",
415912,1,孰胜孰负。,Who wins and who loses?,
415913,1,"是可忍,孰不可忍?","If this can be tolerated, what is there that cannot?",
416311,1,亵渎,blaspheme; profane; pollute,
416311,2,亵慢。,show disrespect,
416312,1,猥亵,abuse sexually; be lewd,
416312,2,亵语。,obscene utterances; obscenities,
416421,1,啜茗(喝茶)。,sip tea,
416422,1,啜泣。,sob,
416711,1,万弩齐发,all the crossbows shot at once,
416711,2,剑拔弩张。,be at loggerheads; be ready to jump at each other's throat,
416911,1,陷阱。,trap,
417011,1,雕镂,carve,
417011,2,镂刻,engrave,
417011,3,镂花,ornamental engraving,
417011,4,镂空。,pierced work,
417311,1,柴扉,faggot door,
417311,2,扉。,door to one's inmost mind,
417411,1,涣散。,slack,
417611,1,茅寮,hut,
417611,2,竹寮,bamboo hut,
417611,3,茶寮酒肆。,teahouses and wineshops,
417911,1,冻馁。,cold and hungry,
417912,1,气馁,crestfallen,
417912,2,自馁。,self-defeat,
417913,1,鱼馁肉败。,Both fish and meat have gone bad.,
418111,1,用铁环箍木桶,bind a wooden bucket with an iron hoop,
418111,2,他头上箍着条毛巾。,He had a towel tied around his head.,
418211,1,补丁摞补丁,patch over a patch,
418211,2,把箱子摞起来。,Stack up the trunks.,
418212,1,一摞碗,a stack of bowls,
418212,2,一摞书,a stack of books,
418212,3,一摞竹筐。,a stack of bamboo baskets,
418321,1,手让玻璃碴破了。,cut one's hand on broken glass,
418411,1,狡黠,sly,
418411,2,黠慧。,intelligent and crafty; artful,
418511,1,梦呓。,talk in one's sleep,
418611,1,镣铐,shackles; chains; irons; fetters and handcuffs,
418611,2,铁镣。,irons,
418711,1,拷问。,torture sb. during an interrogation,
418912,1,扦手。,customs inspector,
418913,1,扦门,bolt a door,
418913,2,把花扦在瓶里。,put flowers in a vase,
418914,1,扦脚,pedicure,
418914,2,扦苹果。,peel an apple,
419011,1,"千人之诺诺,不如一士之谔(有许多人说顺从奉承的话,不如有一个人直言不讳)。",It is better to have one man speaking out the truth than a thousand nodding obediently.,
419411,1,手头拮。,be short of money,
419511,1,孑立,lonely; without company,
419511,2,孑身。,solitary; alone,
419711,1,木讷,falter (in talking),
419711,2,口讷。,stammer,
419911,1,篾席,bamboo mat,
419911,2,篾匠。,basketry craftsman,
420011,1,踽独行。,walk alone,
420311,1,笺注。,notes and commentary,
420312,1,信笺,letter paper,
420312,2,便笺。,notepaper; memo; memo pad,
420313,1,笺札(书信)。,letters; correspondence,
420411,1,瑕疵,flaw; defect,
420411,2,白璧微瑕,tiny flaw in a piece of white jade; flaw in sth. otherwise perfect,
420411,3,纯洁无瑕。,pure and flawless,
420911,1,髭须,moustache; whiskers,
420911,2,短髭。,short moustache,
421011,1,拜谒,pay a formal visit,
421011,2,进谒,call on (sb. holding high office),
421011,3,谒黄帝陵。,pay homage at the Yellow Emperor's mausoleum,
421111,1,这幅画得拿去重裱一裱。,I will have the painting remounted.,
421211,1,"一匹马驾辕,一匹马拉套。","One horse is harnessed between the shafts, and another pulls in front.",
421212,1,行辕。,field headquarters,
421411,1,伏诛,be executed,
421411,2,罪不容诛。,death can not atone for the gravity of an offence; be guilty of a crime for which death alone is insufficient punishment,
421412,1,口诛笔伐。,condemn both verbally and in writing,
421511,1,匆遽,in a hurry,
421511,2,"情况不明,不能遽下定论。",The situation is still not clear. Don't jump to any hasty conclusions.,
421512,1,惶遽。,panic-stricken,
421811,1,使中国科学跻于世界先进科学之列。,Find a niche for China's science among the world's most advanced,
421911,1,盘诘,closely question,
421911,2,反诘。,rebut; refute,
422011,1,脾气犟。,unbending; headstrong; as stubborn as a mule,
422111,1,燮理(协调治理),harmonize; adjust; coordinate; regulate,
422111,2,调燮。,mediate; harmonize,
422211,1,砣一个玉杯。,polish a jade cup,
422212,1,砣一个玉杯。,polish a jade cup,
422213,1,砣一个玉杯。,polish a jade cup,
422311,1,教诲,instruction; advice,
422311,2,诲人不倦。,teach tirelessly; teach with tireless zeal,
422511,1,裤裆,pant crotch,
422511,2,横裆,hip (hip width of a pair of trousers),
422511,3,直裆,rise (length from crotch to waist of a pair of trousers),
422511,4,开裆裤。,open-seat pants (for a baby or small child),
422512,1,腿裆,crotch,
422512,2,胯裆。,crotch; groin,
422611,1,噤声,keep silent,
422611,2,噤若寒蝉。,as silent as a cicada in cold weather; keep quiet out of fear,
422612,1,寒噤。,shiver with cold,
422711,1,赈灾,provide relief to people in a disaster-stricken area,
422711,2,以工代赈,aid disaster victims by providing them with work,
422711,3,开仓赈饥。,distribute food to aid disaster-stricken people,
422811,1,"他人矮,得踮着脚才能看见。","Being short, he has to stand on tiptoe to see things clearly.",
422811,2,also点,diǎn,
422911,1,美髯,well-trimmed beard,
422911,2,虬髯,curly whiskers,
422911,3,白发苍髯。,silver-haired; grey-haired,
423011,1,烟霭,light blue mist,
423011,2,暮霭。,dusky haze,
423211,1,白皙。,fair,
423311,1,谆嘱。,give earnest exhortations,
423411,1,熹微。,(of morning glow) pale; dim,
423412,1,星熹。,brightness of stars,
423511,1,长喙,long beak,
423511,2,短喙。,short snout,
423512,1,百喙莫辩,cannot explain away,
423512,2,不容置喙(不容许插嘴)。,permit no interruption,
423611,1,酗滋事。,get drunk and create a disturbance,
423712,1,装潢。,decorate; decoration,
423811,1,铨叙。,examine one's official credentials (so as to make a decision for rank or position),
424111,1,幺叔,the youngest uncle,
424111,2,幺妹。,the youngest sister,
424112,1,幺叔,the youngest uncle,
424112,2,幺妹。,the youngest sister,
424113,1,幺小,small,
424113,2,幺麽。,insignificant,
424211,1,棒子面ㄦ饽,maize cake,
424211,2,贴饽(贴饼子)。,baked pancake,
424212,1,棒子面ㄦ饽,maize cake,
424212,2,贴饽(贴饼子)。,baked pancake,
424511,1,弋获,hit; catch; capture,
424511,2,弋凫与雁。,catch wild ducks and wild geese by shooting,
424611,1,懋赏。,hand out incentives,
424612,1,懋典,grand ceremony,
424612,2,懋勋。,brilliant merit,
424711,1,丝绦,silk ribbon,
424711,2,绦带。,ribbon,
424811,1,鞠躬尽瘁,bend one's body and exhaust one's energy — spare no effort in the performance of one's duty; devote oneself entirely to sth.; tire oneself out in official duties; work with utter devotion; give oneself entirely to public duties; use to the last (remnant) of one's strength,
424811,2,心力交瘁。,be mentally and physically exhausted; be utterly fatigued both mentally and physically; be utterly fatigued in mind and body,
425011,1,阖家,the whole family,
425011,2,阖城。,the whole town,
425012,1,阖户。,close the door,
425111,1,讴歌。,sing the praises of; eulogize,
425112,1,吴讴,folk songs from the State of Wu,
425112,2,越讴。,folk songs from the State of Yue,
425211,1,偶染微恙,feel slightly indisposed,
425211,2,恙(没受损伤或没发生意外)。,safe and sound; (escape) unscathed,
425311,1,掬水,scoop up some water with both hands,
425311,2,"掬(笑容露出来,好像可以用手捧住,形容笑得明显)",be radiant with smiles (as if they could be scooped up with both hands),
425311,3,憨态可掬。,charmingly naive,
425511,1,寒暄。,informal or conventional greetings,
425512,1,馒头很暄,The steamed bread is very fluffy.,
425512,2,"沙土地暄,不好走。",It's difficult to walk on sandy land because the soil is too soft.,
425611,1,藐小。,insignificant; tiny; negligible,
425612,1,"言者谆谆,听者藐藐(教诲的言辞恳切,而听的人却不以为然)。","The speaker talks earnestly, but the listeners pay no attention. or Earnest words fall on deaf ears.",
426111,1,壅塞,be congested,
426111,2,壅蔽。,hide from view; conceal,
426112,1,壅土,heaped-up soil,
426112,2,壅肥。,heap fertilizer around the roots,
426311,1,妇孺,women and children,
426311,2,孺子。,child,
426511,1,恣意。,unscrupulous; reckless; unbridled; wilful,
426621,1,虚无缥,visionary; ethereal,
426621,2,云雾缥。,misty;,
426621,3,also飘渺,piāomiǎo,
426711,1,喟叹,sigh with deep feeling,
426711,2,感喟。,sigh with feeling,
426811,1,青睐。,favour; good graces,
426812,1,青睐。,favour; good graces,
426911,1,汉皋,a highland on the bank of the Hanshui River,
426911,2,江皋。,river bank,
427111,1,杀戮,kill; slay,
427111,2,屠戮。,massacre,
427112,1,戮力。,join forces; join hands,
427411,1,噔噔噔地走上楼来。,come thumping up the stairs,
428111,1,戏谑,make fun of,
428111,2,谐谑,humorous joke; wisecrack; pleasantry,
428111,3,谑而不虐。,banter,
428411,1,骁将,valiant general,
428411,2,骁勇。,brave and spirited,
428611,1,逼仄。,narrow; cramped,
428612,1,歉仄。,feel sorry or apologetic,
428711,1,眈相向,with eyes fixed on each other,
428711,2,虎视眈(凶猛地注视)。,cast a menacing look at,
428911,1,椿萱(父母)。,parents; father and mother,
428912,1,椿萱(父母)。,parents; father and mother,
429011,1,万籁俱寂。,All is quiet. or Silence reigns everywhere.,
429012,1,万籁俱寂。,All is quiet. or Silence reigns everywhere.,
429311,1,王缄,from Wang,
429311,2,上海刘缄。,from Liu in Shanghai,
429411,1,婀多姿,pretty and charming; graceful,
429411,2,体态婀。,(of a woman's body) curvaceous; statuesque,
429511,1,老牛舐犊,the cow licks her calf,
429511,2,吮痈舐痔。,"lick piles and suck ulcers (of sb. in power, etc.); lick sb.'s boots",
429711,1,恪守,observe law or rules to the letter,
429711,2,恪遵,"obey (orders, rules, etc.) with respect",
429711,3,恪尽职守。,carry out one's duties with dedication,
429911,1,惊蛰,Waking of Insects (3rd solar term),
429911,2,蛰如冬蛇,look like a hibernating snake,
429911,3,久蛰乡间。,live in seclusion in the country,
430211,1,汗流浃背。,stream with sweat,
430412,1,簪花。,wear flowers in one's hair,
430511,1,赓续。,continue,
430711,1,树桠。,tree fork,
430921,1,伛(yǔ)偻。,with one's back bent,
430922,1,不能偻指(不能立刻指出来)。,unable to point out right away,
431011,1,舂米,husk rice with mortar and pestle,
431011,2,舂药。,pound herbs in a mortar,
431111,1,喧呶。,clamour,
431211,1,阡陌。,network of paths that cover a field,
431311,1,破釜沉舟,break the cauldrons and sink the boats (after crossing a river) — cut off all means of retreat; burn one's boat (or bridges),
431311,2,釜底抽薪。,remove firewood from underneath the cauldron; take drastic measures to deal with a critical situation; fundamental solution,
431511,1,再醮(再嫁)。,(of a woman) remarry,
431711,1,阉鸡,capon,
431711,2,阉猪。,barrow; hog,
431712,1,阉党。,clique of eunuchs,
432011,1,鞭挞。,whip,
432211,1,肺痨,tuberculosis; TB,
432211,2,肠痨,tuberculosis of the intestines,
432211,3,干血痨。,(type of tubercular disease found in women) emaciation caused by blood disorder,
432411,1,胛骨(肩胛骨)。,"scapula; either of two flat, triangular bones in the back of the shoulders of humans",
432511,1,湮没,fall into oblivion,
432511,2,湮灭。,bury in obscurity,
433011,1,通衢。,thoroughfare,
433111,1,切洋葱蜇眼睛,Your eyes will smart from cutting onions.,
433111,2,这种药水擦在伤口上蜇得慌。,You will feel a sharp sting when this liquid medicine is applied to the cut.,
433112,1,切洋葱蜇眼睛,Your eyes will smart from cutting onions.,
433112,2,这种药水擦在伤口上蜇得慌。,You will feel a sharp sting when this liquid medicine is applied to the cut.,
433311,1,渣滓,dregs,
433311,2,泥滓。,dirt,
433312,1,垢滓,dirt,
433312,2,滓浊。,dirt,
433421,1,趄坡ㄦ,slope,
433421,2,趄着身子。,(of a person) lean sideways,
433511,1,熨衣服。,iron or press clothes,
433521,1,"这一番坦诚的谈话,说得他心里十分熨。",The sincere discussion put him at ease.,
433522,1,"这一番坦诚的谈话,说得他心里十分熨。",The sincere discussion put him at ease.,
433523,1,"他身上不熨,要回家躺一会ㄦ。",He's not feeling well; he is going home to have a rest.,
433524,1,"这事不办熨,我不能走。",I won't leave until the matter is settled.,
433811,1,摈诸门外,shut or lock sb. out,
433811,2,摈而不用。,reject,
433911,1,河汊,river branch; river arm,
433911,2,湖汊。,arm of a lake,
434011,1,雷霆。,thunderbolt; thunderclap; thunder-like rage,
434111,1,雨雪其霏。,The snow flakes fall thick and fast.,
434112,1,烟霏云敛。,The smoke drifted away and the clouds dispersed.,
434611,1,辍学,drop out of school,
434611,2,时作时辍,on and off,
434611,3,日夜不辍。,nonstop day and night,
434811,1,诋毁,slander; vilify; calumniate; defame,
434811,2,丑诋(辱骂)。,slander; insult; vilify; calumniate,
434921,1,海参崴。,"Haishenwai, the Chinese name for Vladivostok",
434922,1,海参崴。,"Haishenwai, the Chinese name for Vladivostok",
434923,1,"走路不小心,把脚给崴了。",I sprained my ankle in a moment of absent-mindedness on the road.,
435011,1,其甘如荠。,as sweet as the shepherd's purse,
435111,1,"走路不小心,蹩痛了脚。","By not looking where I was going, I sprained my foot.",
435611,1,丕业,great cause,
435611,2,丕变。,tremendous change,
435711,1,搽粉,powder,
435711,2,搽碘酒,apply tincture of iodine,
435711,3,搽雪花膏。,apply vanishing cream,
436111,1,宫阙,imperial palace,
436111,2,伏阙(跪在宫门前)。,kneel down before a palace gate,
436211,1,涓埃,insignificant; negligible,
436211,2,涓滴。,tiny drop; dribble; driblet,
436511,1,喜筵,wedding feast,
436511,2,寿筵。,birthday banquet,
436611,1,骈句,parallel sentences,
436611,2,"骈肩(肩挨着肩,形容人多)。",shoulder to shoulder (of a crowd),
436711,1,呸!你怎么干那种损人利己的事!,Bah! How could you seek your own gain at the expense of others!,
437111,1,訇然,with a loud noise,
437111,2,訇的一声。,with a loud crash,
437211,1,层峦叠嶂。,peaks rising each higher than the other,
437811,1,文牍,official documents and correspondence,
437811,2,案牍,official documents and correspondence,
437811,3,尺牍。,correspondence; models of epistolary writing,
437812,1,文牍,official documents and correspondence,
437812,2,案牍,official documents and correspondence,
437812,3,尺牍。,correspondence; models of epistolary writing,
438011,1,怵头,be afraid to do sth.,
438011,2,心里直犯怵。,feel diffident,
438221,1,"天安门迤西是中山公园,迤东是劳动人民文化宫。",To the west of Tian'anmen Rostrum is Zhongshan (Sun Yat-sen) Park and to the east is the Cultural Palace of the Working People.,
438311,1,脍鲤。,sliced carp,
438312,1,脍鲤。,sliced carp,
438411,1,他趔着走进屋来,He staggered into the room.,
438411,2,"打了个趔,摔倒了",stagger and fall to the ground,
438411,3,"口袋很重,他趔了几下,没扛起来。","He lurched under the heavy bag, but was unable to hoist it onto his shoulder.",
438611,1,如火如荼。,like a raging fire,
438612,1,如火如荼。,like a raging fire,
438811,1,一脚就把门踹开了,kicked the door open with one go,
438811,2,小马蹄子只顾乱踹。,The colt kept kicking aimlessly.,
438812,1,没留神一脚踹在水沟里。,stepped in a ditch inadvertently,
439011,1,薪俸。,salary (usu. of ranking government employee),
439111,1,赭石。,ochre (a mineral),
439311,1,停潴,stagnate,
439311,2,潴积。,store up,
439411,1,劳徕(慰勉)。,award sb. in recognition of service rendered,
439611,1,剽掠,plunder,
439611,2,剽窃。,plagiarize,
439612,1,剽悍。,quick and fierce,
439711,1,入殓,put a corpse in a coffin,
439711,2,成殓,encoffin,
439711,3,装殓,dress up a corpse and put it into a coffin,
439711,4,殓葬。,shroud and bury a dead body,
439811,1,金钗,a gold hairpin,
439811,2,荆钗布裙(形容妇女装束朴素)。,thornwood hairpins and hemp skirts; (fig.) simple dress of a poor woman,
440211,1,通牒,diplomatic note,
440211,2,度牒。,(in old times) certificate issued by the government to a Buddhist monk or nun,
440212,1,谱牒,family tree; genealogy,
440212,2,史牒。,history; historical records,
440311,1,懿德,admirable virtue; moral excellence,
440311,2,懿范,virtuous example,
440311,3,嘉言懿行。,virtuous speaking and exemplary conduct,
440411,1,镌刻,engrave; inscribe,
440411,2,镌石。,engrave a stone,
440521,1,饼铛。,baking pan,
440811,1,吹毛求疵。,find fault with,
440911,1,孪子。,twin boys,
441111,1,扪心。,search one's heart,
441211,1,堤埝。,dyke; embankment,
441311,1,别让风飕干了。,Don't let it dry up in the wind.,
441711,1,铡草。,chop hay,
441712,1,铡草。,chop hay,
441811,1,饯别。,give a farewell dinner,
441812,1,蜜饯。,preserved fruits,
442011,1,训诂,explanations of words in ancient books,
442011,2,解诂。,explanatory notes in ancient books,
442111,1,祗仰(敬仰),venerate,
442111,2,祗候光临。,We request the pleasure of your company.,
442521,1,茜纱。,red gauze,
442522,1,茜纱。,red gauze,
442711,1,圆孔用圆锉锉一锉。,file a circular hole smooth with a round file,
442712,1,圆孔用圆锉锉一锉。,file a circular hole smooth with a round file,
442911,1,采撷。,pick,
443611,1,卞急。,irascible; testy,
443811,1,璀夺目,dazzling,
443811,2,这座古塔是我国古代建筑史上一颗璀的明珠。,This ancient pagoda is a resplendent treasure of ancient Chinese architecture.,
444411,1,铁铠,iron armour,
444411,2,首铠。,helmet,
444511,1,钢钎。,steel chisel,
444711,1,小囡,little child,
444711,2,男小囡,little boy,
444711,3,女小囡。,little girl,
444712,1,她有一个儿子一个囡。,She has a son and a daughter.,
444911,1,不啻,not only,
444911,2,何啻,can it be any less than ...,
444911,3,奚啻。,can it be any less than ...,
445011,1,蓑笠。,alpine rush rain cape and rain hat,
445111,1,凄恻,grieved,
445111,2,恻然。,grieved; sorrowful,
445311,1,剁排骨,cut spareribs,
445311,2,饺子馅ㄦ剁得很细,chop the stuffing for dumplings real fine,
445311,3,他把柳条剁成了三段。,He chopped a willow branch into three pieces.,
445611,1,喧阗。,noisy and crowded (with guests),
445711,1,忧悒,depressed; despondent; gloomy,
445711,2,郁悒,depressed; despondent; gloomy,
445711,3,悒悒不乐。,feel depressed; mope,
445811,1,婚媾(两家结亲,marriage between two families,
445812,1,媾和。,make peace,
445813,1,交媾。,copulation,
446021,1,一蹶不振。,fail to recover from a setback; collapse after a single setback,
446121,1,身高腰奘,tall and robust,
446121,2,这棵树很奘。,The tree is very tall and thick.,
446411,1,大氅(大衣)。,overcoat,
446511,1,丰腴。,fat; plump,
446512,1,膏腴。,fertile,
446711,1,擀面,roll dough,
446711,2,擀毡子,flatten out a piece of felt,
