definition_id,hanzi,pinyin,pos,definition_cn,example_1,example_2,DS,QW
741111,强烈,qiáng liè,形容词,非常强大的,强烈的求知欲驱使着他不断探索未知领域。,地震发生时，我们感受到了强烈的震动，房屋都在摇晃。,2,1
741112,强烈,qiáng liè,形容词,非常明显的,这两幅画放在一起形成了强烈的对比，令人印象深刻。,这幅画的色彩对比非常强烈，给人留下了深刻印象。,1,2
741511,巧妙,qiǎo miào,形容词,方法或技术高超，超出寻常。,这篇小说构思巧妙，情节跌宕起伏，令人拍案叫绝。,他巧妙地解决了这个难题，赢得了大家的赞赏。,1,2
741811,亲切,qīn qiè,形容词,关系亲近，感情深厚,他想起延安，像想起家乡一样亲切，眼中不禁泛起泪光。,回到家乡，听到熟悉的乡音，我感到格外亲切。,1,2
742211,勤劳,qín láo,形容词,"努力劳动,不怕辛苦",勤劳勇敢的人民创造了辉煌的历史。,中国农民以勤劳著称，一年四季都在田间辛勤劳作。,1,2
742511,轻视,qīng shì,动词,不重视或小看,轻视劳动的人是不会得到社会尊重的。,我们不能轻视任何一个小问题，它可能引发大麻烦。,1,2
742612,清淡,qīng dàn,形容词,（食物）油脂少,我这两天感冒了，想吃点清淡的菜。,医生建议术后饮食要清淡，避免油腻食物。,2,1
742613,清淡,qīng dàn,形容词,清新简约,清淡的艺术风格往往更能打动人心。,她的着装风格总是那么清淡优雅，给人舒适的感觉。,2,1
742911,请求,qǐng qiú,动词,提出要求希望被满足,在困难时期，他们请求援助以渡过难关。,他向公司请求延长项目期限，以获得更好的成果。,1,2
743011,庆祝,qìng zhù,动词,为喜事举行活动表示高兴或纪念,全国人民都在热烈庆祝国庆。,全校师生共同庆祝建校一百周年的盛大节日。,1,2
743211,趋势,qū shì,名词,事物发展的方向,历史发展的必然趋势是不可逆转的。,专家分析了当前经济发展的趋势，预测明年会持续增长。,1,2
743812,权力,quán lì,名词,职责范围内的支配力,他行使大会主席的权力，宣布会议正式开始。,作为部门经理，他拥有调配人力和物力的权力。,1,2
745114,人口,rén kǒu,名词,人的口腔部位,这首诗语言优美，内容深刻，堪称脍炙人口的经典之作。,这个新产品刚上市就获得了极好的口碑，人口皆碑。,1,2
750511,胜利,shèng lì,名词,在斗争或竞赛中击败对手（与“失败”相对）,经过八年的艰苦抗战，中国人民终于迎来了抗战胜利。,经过激烈的比赛，我们队最终取得了胜利。,1,2
750512,胜利,shèng lì,名词,工作或事业达到预定目标,大会在热烈的掌声中胜利闭幕。,经过多年的努力，他的事业终于取得了巨大的胜利。,1,2
751012,时代,shí dài,名词,个人生命中的特定阶段,青年时代是一个人最富有朝气和梦想的时期。,童年时代是最无忧无虑的时光。,1,2
751311,时期,shí qī,名词,具有某种特征的时段,抗战时期，全国人民团结一心，共同抵御外敌。,大学时期是人生中最美好的阶段之一。,1,2
751511,实话,shí huà,名词,真实不虚的言论,实话实说是一种难能可贵的品质。,他总是说实话，从不欺骗别人。,1,2
751611,实践,shí jiàn,动词,将理论或想法付诸行动；履行承诺,实践出真知，只有通过实际操作才能真正掌握知识。,理论知识需要通过实践来验证和应用。,1,2
752811,事实,shì shí,名词,事情的真实情况,事实胜于雄辩，真相往往比言辞更有说服力。,根据事实判断，他的说法完全不符合实际情况。,1,2
753111,收获,shōu huò,动词,收割成熟的农作物,"春天播种,秋天收获。",农民们正在田地里忙碌地收获金黄的稻谷。,1,2
753311,手工,shǒu gōng,名词,靠手的技能做出的工作,孩子们喜欢做手工，这可以锻炼他们的动手能力。,她擅长手工制作，经常做出精美的刺绣作品。,1,2
754611,属于,shǔ yú,动词,归某一方面或为某方所有,中华人民共和国的武装力量属于人民。,这个专利最终属于最先提出申请的公司。,1,2
756311,随时,suí shí,副词,任何时候,有问题可以随时来问我。,你可以随时给我打电话，我会尽力帮助你。,1,2
757011,所谓,suǒ wèi,形容词,通常所说的,所谓共识，就是指共同的认识。,所谓幸福，就是能够做自己喜欢的事情。,1,2
762011,推荐,tuī jiàn,动词,介绍优秀人选或事物,经过深思熟虑，我决定推荐她去当教师，因为她非常有耐心且知识渊博。,我向朋友推荐这家餐厅，因为他们的服务特别好。,1,2
762211,退步,tuì bù,动词,能力或水平下降,最近他的成绩退步了，需要更加努力学习。,他的学习成绩最近有些退步，需要更加努力。,2,1
762711,完美,wán měi,形容词,毫无缺陷,这件艺术品完美无缺，令人叹为观止。,这幅画的构图和色彩搭配堪称完美。,2,1
763011,玩具,wán jù,名词,专供儿童玩耍的物品,孩子们非常喜欢这些电动玩具，每天都玩得不亦乐乎。,儿童玩具的设计应该注重安全性和趣味性。,1,2
764011,围绕,wéi rào,动词,环绕某物运动,月亮围绕着地球旋转。,地球围绕太阳公转一周需要大约365天。,2,1
764811,未来,wèi lái,名词,即将到来的时间,未来二十四小时内将有暴雨。,下周的这个时间，我们应该已经在飞往未来的航班上了。,2,1
765513,文明,wén míng,形容词,（旧）具有西方现代特征的,他们选择了一种简单而有意义的文明结婚方式。,民国时期，文明棍是绅士们的时尚配饰。,1,2
766811,物质,wù zhì,名词,不依赖于意识的客观存在,随着经济的发展，人们的物质生活得到了极大的改善。,哲学的基本问题是意识和物质的关系问题。,1,2
767112,系统,xì tǒng,形容词,形容事物有条理、有组织。,为了更好地掌握知识，我们需要进行系统学习。,她做事非常系统，总是能高效地完成复杂的任务。,2,1
768611,相当,xiāng dāng,形容词,两方面基本等同,两支队伍实力旗鼓相当，比赛异常激烈。,这两个公司的实力相当，竞争非常激烈。,2,1
769011,想念,xiǎng niàn,动词,渴望见到难忘的人或环境,离家多年后，他越发想念亲人，常常回忆起与家人在一起的时光。,每逢佳节倍思亲，海外游子格外想念家乡。,1,2
772611,形势,xíng shì,名词,地势（军事角度）,形势险要，我们必须小心应对。,这里的山势险峻，地形复杂，易守难攻。,2,1
776711,一路,yī lù,名词,在整个行程中；沿途,朋友临行前，我对他说：“一路平安”。,我们一路欣赏着美丽的风景，不知不觉就到了目的地。,2,1
776911,遗憾,yí hàn,名词,未能如愿的悔恨,一时失足成了他终生的遗憾，但他努力用行动弥补过错。,未能亲眼看到长城，是他此行最大的遗憾。,2,1
777111,移民,yí mín,名词,迁移到外地或外国定居的人,政府积极采取措施安置移民，确保他们的生活稳定。,这个社区里住着许多来自不同国家的移民。,2,1
777411,以及,yǐ jí,连词,并列连接词,院子里种着大丽花、矢车菊、夹竹桃以及其他的花木，显得生机勃勃。,超市里有水果、蔬菜、肉类以及各种日用品。,1,2
777711,意义,yì yì,名词,语言或符号所表达的内容,革命的意义在于推动社会的进步和发展。,这个古老的符号在历史上有着深刻的象征意义。,2,1
777912,义务,yì wù,名词,道德上应承担的责任,我们有义务帮助学习较差的同学。,赡养父母是中华民族传统道德义务的重要组成部分。,2,1
778311,英俊,yīng jùn,形容词,才能出众,这位年轻人英俊有为，深受大家的喜爱。,这位年轻的科学家才华横溢，堪称当代英俊之才。,2,1
778411,英雄,yīng xióng,名词,才能勇武超群的人,古代传说中有很多英雄好汉的故事。,关羽是三国时期著名的武艺高强的英雄人物。,2,1
778611,营养,yíng yǎng,名词,生物维持生命活动所需的物质,水果富于营养，对健康非常有益。,均衡的饮食能够为人体提供全面充足的营养。,2,1
778811,影子,yǐng zi,名词,光线被遮挡后形成的暗像。,树影子在阳光下显得格外清晰。,夕阳下，孩子们追逐着自己的影子玩耍。,2,1
779111,应付,yìng fù,动词,采取措施处理,他必须想办法应付局面。,面对突发情况，我们必须立即采取行动来应付。,1,2
779112,应付,yìng fù,动词,敷衍了事,她总是能轻松地应付事儿。,他只是随便应付了几句，根本没有认真回答问题。,2,1
779512,拥挤,yōng jǐ,形容词,地方相对地小而人或车船等相对地多,星期天市场里特别拥挤。,这个狭小的会议室容纳不了这么多拥挤的听众。,1,2
782111,运气,yùn qì,动词,集中力量到身体特定部位,"他一运气,把石块搬了起来。",练习太极拳时，要学会运气到指尖。,2,1
787711,至于,zhì yú,连词,表示达到某种程度,他说了要来的，也许晚一些，不至于不来吧？,他的病情已经严重到至于需要立即住院治疗的程度。,2,1
787712,至于,zhì yú,连词,表示另提一事,这两年来，村里新盖的瓦房就有几百间，至于村民添置的电器、日用品，就不可胜数了。,至于明天的会议安排，我们还需要进一步讨论细节。,1,2
796211,巴不得,bā bu de,动词,急切地盼望,他巴不得立刻见到你。,我巴不得明天就能放假，好好休息一下。,2,1
796811,霸道,bà dao,形容词,猛烈;厉害,这酒真霸道，少喝点吧。,这酒真霸道，才喝一小杯我就觉得头晕了。,2,1
801111,爆发,bào fā,动词,火山岩浆突然喷发。,火山爆发，喷出了大量的岩浆和浓烟。,火山突然爆发，炽热的岩浆喷涌而出。,2,1
801211,爆炸,bào zhà,动词,物体急剧膨胀产生巨大声响的现象。,炮弹爆炸，震耳欲聋的声音传遍了整个战场。,实验室里的化学药品因操作不当发生了剧烈爆炸。,2,1
801711,悲惨,bēi cǎn,形容词,极其痛苦的处境,那些生活在战乱中的人们过着悲惨的生活。,地震后的废墟中传来幸存者悲惨的呼救声。,2,1
802011,被动,bèi dòng,形容词,受外力影响才行动（与“主动”相对）,工作要主动，不要被动。,在这场谈判中，我们完全处于被动状态，对方掌握了所有主动权。,2,1
803311,本事,běn shi,名词,技能或能力,他有本事，在短时间内完成了这个复杂的项目。,这位老中医真有本事，只用三服药就治好了我的顽疾。,2,1
803321,本事,běn shì,名词,文学作品主题所依据的原始故事情节,这是一首本事诗，展现了作者的才华与智慧。,这部电影的本事源自民间传说，但导演做了很多艺术加工。,2,1
804111,比方,bǐ fang,名词,用易懂事物说明难懂事物,"他坚贞不屈的品德,可用四季常青的松柏来比方。",老师用蚂蚁搬家的比方来解释团队合作的重要性。,2,1
804112,比方,bǐ fang,名词,用甲事物说明乙事物的行为,我们常用生动的例子来打比方，以便更好地理解抽象概念。,打个比方，学习就像建造房子，基础最重要。,2,1
804113,比方,bǐ fang,连词,举例说明,"郊游的事情都安排好了,比方谁带队、谁开车,等等。",比方说，你可以先完成简单的任务再处理复杂的。,2,1
804114,比方,bǐ fang,连词,假设（用于欲言又止时）,"他的隶书真好,比方我求他写一副对联儿,他不会拒绝吧?",比方，我是说如果，你突然中了大奖会怎么做？,2,1
804312,比重,bǐ zhòng,名词,事物在整体中的分量,我国工业在整个国民经济中的比重逐年增长。,在国民经济中，农业的比重正在逐年下降。,2,1
804811,闭塞,bì sè,动词,使通道受阻无法通行。,由于管道闭塞，水流无法正常通过。,工人们正在疏通被垃圾闭塞的下水管道。,2,1
804812,闭塞,bì sè,形容词,地理位置偏远，交通不便。,他住在偏远的山区，那里十分闭塞。,这个山村交通闭塞，与外界的联系很少。,2,1
804911,鞭策,biān cè,动词,用鞭子驱赶马匹前进,要经常鞭策自己，努力学习，才能不断进步。,老师的鼓励像鞭策一样，推动我不断前进。,2,1
805011,编织,biān zhī,动词,将细长材料交错组织成形,她正在用心编织毛衣，准备送给朋友作为礼物。,她心灵手巧，能够编织出各种精美的毛衣。,2,1
805211,边界,biān jiè,名词,行政区域分界线,这条边界线划分了两国的领土范围。,两国之间的边界问题需要通过和平谈判来解决。,2,1
805411,边缘,biān yuán,名词,物体或区域的边沿部分,边缘区的发展对于城市的整体规划至关重要。,这座城市的边缘地带正在开发新的住宅区。,2,1
805412,边缘,biān yuán,形容词,靠近分界线的；涉及多个领域的,边缘学科的研究有助于拓宽学术视野。,边缘学科的研究往往能带来意想不到的突破。,2,1
805611,贬低,biǎn dī,动词,故意降低评价,对这部电影任意贬低或拔高都是不客观的。,他总是喜欢贬低别人的成就来抬高自己。,2,1
805711,贬义,biǎn yì,名词,词语中包含的负面含义,这个词是一个典型的贬义词。,这个词带有明显的贬义，使用时要格外小心。,2,1
805811,遍布,biàn bù,动词,广泛分布或覆盖,通信网遍布全国，为人们提供了便捷的交流方式。,这家连锁超市的分店已经遍布全国各大城市。,2,1
805911,便利,biàn lì,形容词,使用方便；容易达到目的,这个城市交通便利，吸引了大量游客前来观光。,地铁的开通给市民的出行带来了极大的便利。,2,1
805912,便利,biàn lì,动词,使方便或容易,扩大商业网，便利群众的生活需求。,政府正在采取措施便利老年人的日常生活。,2,1
806111,便于,biàn yú,形容词,容易（做某事）,这种计算方法便于计算，大大提高了工作效率。,这本字典的排版设计便于读者快速查找生词。,2,1
806311,变迁,biàn qiān,动词,情况或阶段的转移变化,陵谷变迁，见证了这片土地的历史沧桑。,随着时代的变迁，人们的观念也在不断更新。,2,1
806411,变质,biàn zhì,动词,本质向坏的方向转变,一些干部因贪污腐败而蜕化变质，失去了人民的信任。,食品如果保存不当很容易变质。,2,1
806511,辩护,biàn hù,动词,为维护权益提出理由论证,你不要替错误行为辩护，因为这样只会让问题变得更复杂。,律师在法庭上为当事人进行了有力的辩护。,2,1
806512,辩护,biàn hù,动词,法律程序中为被告申辩,在这场官司中，被告的辩护人提出了有力的证据。,被告有权聘请律师为自己辩护。,2,1
806611,辩解,biàn jiě,动词,解释被质疑的行为或观点,"事实俱在,无论怎么辩解也是没有用的。",面对质疑，他耐心地一一进行了解释和辩解。,2,1
806711,辩证,biàn zhèng,动词,通过分析验证真伪,为了找到正确的答案，我们需要反复辩证。,哲学家们通过辩证的方法来探讨事物的本质。,2,1
806712,辩证,biàn zhèng,形容词,符合矛盾对立统一规律的,事物之间存在着复杂的辩证关系。,马克思主义哲学强调用辩证的方法来分析社会问题。,2,1
806811,辨认,biàn rèn,动词,通过特征识别确认对象,警方请专家来辨认笔迹，以确认嫌疑人身份。,在人群中，我花了很长时间才辨认出多年未见的老同学。,2,1
806911,辫子,biàn zi,名词,编织成条的头发,她每天早上都会给女儿梳辫子。,小女孩扎着两条可爱的麻花辫子去上学。,2,1
806912,辫子,biàn zi,名词,形状类似发辫的物品,市场上卖的大蒜常常被编成蒜辫子。,电工师傅熟练地将电线编成辫子形状以便整理。,2,1
806913,辫子,biàn zi,名词,可被利用的过失或把柄,他总喜欢抓别人的辫子，借此嘲笑对方。,他做事一向谨慎，从不给人留下抓辫子的机会。,2,1
807011,标本,biāo běn,名词,事物的枝节与根本,处理问题时要做到标本兼治。,中医治疗讲究标本兼治，既要消除症状也要调理根本。,2,1
807012,标本,biāo běn,名词,经过处理或保持原状，用于学习或研究的动植物、矿物样本,我觉得苏州园林可以算作我国各地园林的标本。,博物馆里陈列着许多珍贵的动植物标本供研究使用。,2,1
807013,标本,biāo běn,名词,同类事物中具有代表性的实例,我觉得苏州园林可以算作我国各地园林的标本。,这个案例堪称行业典范，完全可以作为标本供大家学习。,2,1
807211,标题,biāo tí,名词,标明文章或作品内容的简短语句,这篇文章的大标题非常吸引人。,这篇报道的标题非常醒目，立刻吸引了读者的注意力。,2,1
807311,飙升,biāo shēng,动词,（价格、数量等）急速上升,最近石油价格飙升，给经济带来了巨大压力。,由于原材料短缺，钢材价格在短时间内飙升了30%。,2,1
807411,表决,biǎo jué,动词,通过投票做决定,会议结束后，提案将付表决。,经过激烈讨论，委员会最终通过举手表决通过了这项提案。,2,1
807511,表态,biǎo tài,动词,表明立场,"这件事,你得表个态,我才好去办。",在新闻发布会上，市长明确表态支持环保事业的发展。,2,1
807611,表彰,biǎo zhāng,动词,公开表扬功绩,公司决定表彰先进员工，以激励大家的工作热情。,政府召开大会表彰在抗震救灾中表现突出的先进个人。,2,1
807911,别致,bié zhì,形容词,新颖独特,这座楼房式样很别致，吸引了许多游客前来参观。,她设计的这款连衣裙款式新颖别致，在时装周上大获好评。,2,1
808011,别扭,biè niu,形容词,不顺心或难相处,"这个天气真别扭,一会儿冷,一会儿热。",这几天天气忽冷忽热，让人觉得浑身都不舒服很别扭。,2,1
808012,别扭,biè niu,形容词,意见不合,他们俩最近闹别扭，谁也不理谁。,他们俩因为意见不合闹别扭，已经好几天没说话了。,2,1
808111,濒临,bīn lín,动词,紧接；将要发生,我国濒临太平洋，拥有漫长的海岸线。,由于过度捕捞，许多海洋物种正濒临灭绝的边缘。,2,1
808311,并存,bìng cún,动词,同时存在。,在这个国家，两种体制并存，形成了独特的社会结构。,在这个多元化的社会里，各种文化观念可以和谐并存。,2,1
808411,并列,bìng liè,动词,并排排列，不分主次。,这句话由两个分句组成，这是并列的两个分句。,在颁奖典礼上，两位优秀选手并列获得了冠军。,2,1
808511,拨打,bō dǎ,动词,拨号打电话,他拿起电话，拨打国内长途，与远方的亲人联系。,遇到紧急情况时，请立即拨打110报警电话。,2,1
808611,播放,bō fàng,动词,通过广播媒介传送内容,会议开始前，工作人员播放录音讲话，让参会人员了解背景信息。,电视台每天准时播放新闻联播节目。,2,1
808612,播放,bō fàng,动词,放映或展示影视内容,学校组织学生观看科教影片，以提高他们的科学素养。,电影院正在播放最新上映的科幻大片。,2,1
808711,播种,bō zhǒng,动词,将种子撒入土壤,农民驾驶着播种机，在田间忙碌地工作。,春天是农民播种的最佳时节，田野里一片繁忙景象。,2,1
808721,播种,bō zhòng,动词,通过播种方式进行种植,秋天到了，农民们开始播种冬小麦，为来年的丰收做准备。,这片农田采用机械化播种的方式，效率比人工高很多。,2,1
808811,波浪,bō làng,名词,水面周期性起伏的运动形态,海面上波浪起伏，船只在风浪中摇摆不定。,海面上的波浪在夕阳映照下泛着金色的光芒。,2,1
809111,搏斗,bó dòu,动词,激烈打斗,战士们用刺刀跟敌人搏斗，展现了顽强的战斗精神。,警察与歹徒展开了激烈的搏斗，最终成功将其制服。,2,1
809112,搏斗,bó dòu,动词,（比喻）激烈斗争,登山队员们与暴风雪搏斗，最终成功登顶。,救援人员冒着生命危险与洪水搏斗，抢救被困群众。,2,1
809311,薄弱,bó ruò,形容词,不坚固，易受影响,由于兵力薄弱，他们不得不撤退到更安全的地方。,这个项目的资金基础过于薄弱，很难持续发展下去。,2,1
809411,不顾,bù gù,动词,不予以照顾,他只顾自己，不顾别人，这种行为让人难以接受。,他完全不顾家人的反对，执意要去山区支教。,2,1
809412,不顾,bù gù,动词,不考虑或不顾忌,面对危险，他置危险于不顾，毅然决然地冲了上去。,消防员不顾个人安危冲进火场，救出了被困的儿童。,2,1
809712,不像话,bù xiàng huà,形容词,恶劣到难以形容,屋子乱得不像话，显然已经很久没有人整理过了。,这家餐厅的服务态度差得不像话，我们以后再也不来了。,2,1
810011,补贴,bǔ tiē,动词,经济补助,为了补贴家用，他每天下班后还去做兼职工作。,政府每年都会补贴农民购买农业机械的费用。,2,1
810012,补贴,bǔ tiē,名词,补助金,政府提供的福利补贴让许多家庭减轻了负担。,实习生可以申请每月500元的住房补贴。,2,1
810111,哺乳,bǔ rǔ,动词,用母乳喂养,哺乳期的妈妈需要更多的营养支持。,这位年轻的妈妈正在哺乳她三个月大的婴儿。,2,1
810311,不得已,bù dé yǐ,形容词,无可奈何必须做,万不得已的时候，他才会选择向别人求助。,在不得已的情况下，我们才决定取消这次旅行。,2,1
810411,不妨,bù fáng,副词,可以尝试，没有妨碍,这种办法没有用过，不妨试试看效果如何。,如果你对这道菜感兴趣，不妨尝尝看。,2,1
810611,不禁,bù jīn,副词,无法抑制或控制,看到孩子天真无邪的笑容，她忍俊不禁地跟着笑了起来。,看到孩子们天真的笑脸，我不禁想起了自己的童年。,2,1
810711,不堪,bù kān,动词,无法承受,长时间的加班让他不堪其苦，最终选择了辞职。,连续工作三天后，他已经疲惫不堪了。,2,1
810714,不堪,bù kān,形容词,极其糟糕,他这个人太不堪了，总是做出一些让人失望的事情。,这个房间脏乱不堪，需要彻底打扫。,2,1
810911,不时,bù shí,副词,经常地,一边走着，一边不时地四处张望，生怕错过了什么重要的线索。,爷爷虽然年纪大了，但不时还会去公园下棋。,2,1
811011,不惜,bù xī,动词,舍得付出,为了完成这个项目，公司不惜工本投入了大量的资源。,为了完成这个项目，他不惜连续加班三个星期。,2,1
811111,不相上下,bù xiāng shàng xià,形容词,形容两者程度相当，难以分出高下,两人在技术上的本领不相上下，难分高下。,这两位选手的实力不相上下，比赛结果很难预测。,2,1
811311,不由得,bù yóu de,副词,无法控制或避免,他说得这么透彻，不由得你不信服。,看到这么感人的电影，她不由得流下了眼泪。,2,1
811312,不由得,bù yóu de,副词,不由自主地,想起过去的苦难，不由得掉下眼泪来。,听到这个消息，大家不由得欢呼起来。,2,1
811512,不止,bù zhǐ,动词,超出范围,他恐怕不止六十岁了，看起来精神依然很好。,这次活动的参与者不止一百人，场面非常热闹。,2,1
811611,布告,bù gào,名词,公开张贴的通知,公安局出布告提醒市民注意防范电信诈骗。,学校在公告栏张贴了关于假期安排的布告。,2,1
811711,布局,bù jú,名词,整体规划安排,这幅画的画面布局匀称，令人赏心悦目。,这幅画的布局非常巧妙，主次分明，层次感强。,2,1
811811,布置,bù zhì,动词,安排陈列物品,他们正在布置会场，为明天的会议做准备。,她精心布置了房间，每个角落都充满了温馨的气息。,2,1
811812,布置,bù zhì,动词,安排活动,老师布置学习任务时，要求我们认真完成。,老师布置了周末的作业，要求同学们认真完成。,2,1
811911,步伐,bù fá,名词,队伍操练时的步调节奏,士兵们的步伐整齐，展现了良好的训练成果。,阅兵式上，士兵们迈着整齐的步伐通过天安门广场。,2,1
811912,步伐,bù fá,名词,行走的步子,他迈着矫健的步伐，迅速跑向终点。,老人虽然年迈，但步伐依然稳健有力。,2,1
812011,部署,bù shǔ,动词,安排;布置(人力、任务),领导正在部署工作，确保项目按时完成。,公司高层正在部署明年的市场拓展计划。,2,1
812111,部位,bù wèi,名词,位置(多用于人的身体,学习正确的发音部位对语言学习非常重要。,医生仔细检查了患者疼痛的部位，并给出了治疗建议。,2,1
812211,才干,cái gàn,名词,处理事务或解决问题的能力。,通过实践，我们可以增长才干，提高能力。,他在工作中展现了出色的才干，很快就被提拔为经理。,2,1
812311,财富,cái fù,名词,有价值的东西,这片森林是宝贵的自然财富，需要加以保护。,知识是人生中最宝贵的财富，它能伴随我们一生。,2,1
812411,财务,cái wù,名词,有关财产管理和现金收支的事务,财务处负责管理公司的所有资金流动。,公司财务部门负责管理所有的资金往来和账目记录。,2,1
812511,财政,cái zhèng,名词,国家对资财的收入与支出的管理活动,国家的财政收入主要来源于税收。,国家财政收入的增长为民生改善提供了有力保障。,2,1
812621,裁缝,cái féng,动词,裁剪缝制衣物,虽是布衫布裤，但裁缝得体，穿起来显得格外精神。,她正在裁缝一件新衣服，准备参加下周的晚宴。,2,1
812711,裁判,cái pàn,名词,法院对案件的决定,足球裁判在比赛中扮演着至关重要的角色。,法院的裁判结果公正无私，赢得了民众的信任。,2,1
812713,裁判,cái pàn,名词,在体育竞赛中执行评判工作的人,这场比赛的足球裁判判罚公正，得到了观众的认可。,这位裁判以公正和严谨著称，深受运动员们的尊敬。,2,1
812911,采购,cǎi gòu,动词,（为机关或企业）选择并购买商品或服务。,公司派采购员前往市场挑选优质商品。,我们部门负责采购办公用品，确保日常工作的顺利进行。,2,1
812912,采购,cǎi gòu,名词,负责采购工作的人员。,他在食堂当采购，每天负责购买新鲜食材。,新来的采购对市场行情非常熟悉，总能买到物美价廉的商品。,2,1
813011,采集,cǎi jí,动词,收集并整理（资料、标本等）。,学生们在野外采集标本，以供课堂研究使用。,科学家们正在采集野生植物的样本，用于研究其药用价值。,2,1
813311,参谋,cān móu,名词,军队中协助指挥和制定计划的军官,这事该怎么办，你给参谋一下，看看有没有好办法。,这位参谋在军事演习中提出了关键的战略建议。,2,1
813312,参谋,cān móu,动词,为人提供建议或主意,这事该怎么办，你给参谋一下，我们需要尽快做出决定。,你可以帮我参谋一下，看看哪个方案更合适吗？,2,1
813313,参谋,cān móu,名词,提供建议的人,他给你当参谋，帮助你做出更好的决策。,他是我们团队的好参谋，总能给出实用的建议。,2,1
813411,参照,cān zhào,动词,参考并依照某种方法或经验,请参照执行，确保任务顺利完成。,在设计新产品时，我们参照了市场上最受欢迎的风格。,2,1
813511,残酷,cán kù,形容词,凶狠无情的,他的行为显得残酷无情，让人感到心寒。,战争给人们带来了残酷的现实，许多家庭因此破碎。,2,1
813711,残忍,cán rěn,形容词,凶狠无情的,犯罪分子的手段凶狠残忍，令人发指。,虐待动物的行为极其残忍，应该受到法律的严惩。,2,1
814311,操劳,cāo láo,动词,辛苦工作或费心管理,为了完成项目，他日夜操劳，几乎没时间休息。,母亲为了家庭日夜操劳，从不抱怨。,2,1
814411,操练,cāo liàn,动词,进行军事或体育技能的训练,将军正在操练人马，为即将到来的战斗做准备。,士兵们每天都要在操场上进行严格的操练。,2,1
814412,操练,cāo liàn,动词,泛指训练或锻炼,每天早晨他都会到公园操练身体，保持健康。,为了提高英语水平，他坚持每天操练口语。,2,1
814611,操作,cāo zuò,动词,按规程进行技术活动,掌握正确的操作方法是完成实验的关键。,这台机器的操作非常简单，只需按下几个按钮即可。,2,1
814612,操作,cāo zuò,动词,泛指劳动工作,他在家帮助母亲操作机器，提高工作效率。,工人们正在车间里紧张地操作着各种设备。,2,1
814711,嘈杂,cáo zá,形容词,形容环境喧闹,集市上人声嘈杂，热闹非凡。,市场里人声嘈杂，各种叫卖声此起彼伏。,2,1
814811,草案,cǎo àn,名词,未经正式通过或尚在试行的法律、规章等初稿,土地管理法草案正在审议中，预计会对相关领域产生深远影响。,这份法律草案经过多次修改后终于提交给了议会。,2,1
815011,策划,cè huà,动词,系统性地规划或设计,他是这次活动的幕后策划。,团队正在策划一场盛大的产品发布会。,2,1
815111,策略,cè lüè,名词,根据情况制定的行动方针,在面对困难时，我们需要制定合适的斗争策略。,在这场谈判中，我们需要制定灵活的策略。,2,1
815112,策略,cè lüè,形容词,讲究方法和技巧的,在谈判中，谈话要策略一点才能取得更好的结果。,他处理问题很有策略，既达到了目的又不得罪人。,2,1
815212,测量,cè liáng,动词,对地形、地物等进行测定工作,地质测量是了解地球构造的重要手段。,测量队用了三天时间才完成这片山区的地形测绘。,2,1
815311,侧面,cè miàn,名词,旁边的面（区别于“正面”）,为了保护正面战场，他们选择从侧面打击敌人。,从侧面看，这座雕塑呈现出完全不同的艺术效果。,2,1
815511,层次,céng cì,名词,内容或结构的排列顺序,这篇文章层次清楚，让人一目了然。,这篇文章结构严谨，层次分明，读起来非常流畅。,2,1
815513,层次,céng cì,名词,因大小、高低等差异形成的等级,这家餐厅提供多层次服务，满足不同顾客的需求。,这座山的植被分布很有层次，从山脚到山顶各不相同。,2,1
815611,差距,chā jù,名词,与标准或目标之间的差异。,我们要学先进，找差距，不断提升自己。,两国经济发展水平存在明显差距，需要加强合作。,2,1
815911,刹那,chà nà,名词,极短的时间,就在那一刹那，他明白了事情的真相。,在流星划过天空的刹那，她许下了一个美好的愿望。,2,1
816011,诧异,chà yì,形容词,感到非常奇怪,听了这突如其来的消息，我们都十分诧异。,他对这个突如其来的消息感到十分诧异。,2,1
816411,缠绕,chán rào,动词,条状物回旋束缚在其他物体上,枯藤缠绕在老树上，显得格外凄凉。,藤蔓缠绕着古老的城墙，形成了一道独特的风景。,2,1
816412,缠绕,chán rào,动词,不断打扰,烦恼缠绕心头，让他整夜无法入眠。,这个问题一直缠绕在他的心头，让他无法安心工作。,2,1
816511,产业,chǎn yè,名词,私有财产，如土地、房屋等,产业工人是推动工业化进程的重要力量。,他继承了家族的大片产业，包括农田和房产。,2,1
816512,产业,chǎn yè,形容词,与工业生产相关的,产业工人的技能提升对经济发展至关重要。,政府出台新政策支持产业升级和科技创新。,2,1
816611,阐述,chǎn shù,动词,系统深入地说明或论述,他在会议上阐述自己的见解，赢得了大家的认可。,教授在讲座中详细阐述了这一理论的发展历程。,2,1
816711,颤抖,chàn dǒu,动词,身体不由自主地抖动,寒冷的北风冻得全身颤抖，但他依然坚持前行。,寒冷的天气让他不由自主地颤抖起来。,2,1
816811,猖狂,chāng kuáng,形容词,狂妄放肆,战士们英勇作战，打退敌人的猖狂进攻。,犯罪分子猖狂作案，最终被警方一网打尽。,2,1
