definition_id,hanzi,pinyin,pos,definition_cn,example_cn
896911,看望,kàn wàng,动词,拜访亲友或长辈。,每逢节假日，他都会抽空去看望父母。
897011,慷慨,kāng kǎi,形容词,情绪激昂，充满正气,他在会议上慷慨陈词，赢得了大家的掌声。
897012,慷慨,kāng kǎi,形容词,大方，不吝惜,慷慨无私的援助让灾区人民感受到了温暖。
897211,考察,kǎo chá,动词,实地调查,他们到各地考察水利工程，为项目积累了宝贵经验。
897212,考察,kǎo chá,动词,深入观察研究,进行科学研究工作，必须勤于考察和思索，才能有成就。
897311,考古,kǎo gǔ,动词,通过遗迹研究古代历史,这位教授毕生致力于考古，发现了许多珍贵文物。
897312,考古,kǎo gǔ,名词,考古学,大学里开设的考古课程吸引了许多历史爱好者。
897411,考核,kǎo hé,动词,评估审核,公司每年都会对员工进行一次定期考核，以确保工作效率。
897511,考验,kǎo yàn,动词,通过困难检验,革命战争考验了他，使他成长为一名真正的战士。
897611,靠拢,kào lǒng,动词,挨近;靠近,大家靠拢一点，这样我们就能更好地交流。
897811,颗粒,kē lì,名词,小而圆的物体,珍珠的颗粒大小不一，但每一颗都散发着独特的光泽。
897812,颗粒,kē lì,名词,粮食的单个籽粒,由于天气原因，今年的农作物颗粒无收。
897911,科目,kē mù,名词,按性质划分的类别（多指学术或账目）,大学里开设了多个科目，供学生根据兴趣选择。
897912,科目,kē mù,名词,科举考试的名目,在古代科举考试中，进士科是最重要的科目之一。
898011,渴望,kě wàng,动词,强烈地盼望,每个人都渴望和平，希望世界不再有战争。
898111,可观,kě guān,形容词,值得一看,这出戏大有可观，值得一看。
898112,可观,kě guān,形容词,相当多,这次展览规模可观，吸引了众多参观者。
898311,可恶,kě wù,形容词,令人厌恶,"在别人背后搬弄是非,可恶透了。"
898411,可笑,kě xiào,形容词,荒谬,他的行为显得幼稚可笑。
898412,可笑,kě xiào,形容词,滑稽,这个表演看起来滑稽可笑。
898511,可行,kě xíng,形容词,可实施,方案切实可行。
898611,刻不容缓,kè bù róng huǎn,形容词,片刻也不能拖延。形容形势紧迫。,防洪抢险工作刻不容缓，必须立即行动起来。
898711,课题,kè tí,名词,研究讨论的主要问题,科研课题需要深入研究和探讨。
898811,客户,kè hù,名词,旧指租种地主土地的农户,这次展销的新产品受到国内外客户的欢迎。
898812,客户,kè hù,名词,旧指从外地迁来的住户,这次展销的新产品受到国内外客户的欢迎。
898813,客户,kè hù,名词,企业或经纪人的交易对象,这次展销的新产品受到国内外客户的欢迎。
899011,恳切,kěn qiè,形容词,诚恳而急切,他言词恳切，让人感到十分真诚。
899211,空洞,kōng dòng,名词,物体内部的空穴或窟窿,医生在X光片上发现病人肺部有一个明显的空洞。
899212,空洞,kōng dòng,形容词,缺乏实质内容或不切实际,这篇文章空洞无物，缺乏实质性内容。
899311,空前绝后,kōng qián jué hòu,形容词,前所未有且后无来者,这场音乐会的规模之大，可以说是空前绝后，吸引了数万名观众前来观看。
899411,空想,kōng xiǎng,动词,不切实际的幻想,"不要闭门空想,还是下去调查一下情况吧。"
899412,空想,kōng xiǎng,名词,脱离实际的想法,离开了客观现实的想像就成为空想。
899511,空虚,kōng xū,形容词,缺乏实质内容；不充实,敌军后方空虚，正是进攻的好时机。
899711,恐吓,kǒng hè,动词,以威胁手段吓唬人,他收到了一封恐吓信，心里非常不安。
899811,恐惧,kǒng jù,名词,惧怕,恐惧不安的情绪笼罩着整个村庄。
899911,空白,kòng bái,名词,未被填满或利用的部分,"版面上还有块空白,可以补一篇短文。"
900011,空隙,kòng xì,名词,未占用的地方或时间,农作物行间要有一定的空隙，以便于生长。
900111,口气,kǒu qì,名词,说话时表现出的气势或态度。,他的口气真不小，似乎对这件事很有把握。
900112,口气,kǒu qì,名词,话语中隐含的意思或暗示。,我们得探探他的口气，看看他对这个计划有什么看法。
900113,口气,kǒu qì,名词,说话时流露出的情感色彩。,他说话时总是带着一种严肃的口气。
900211,口腔,kǒu qiāng,名词,由嘴唇、脸颊、硬腭和软腭等构成的口内空腔，包含牙齿、舌头和唾液腺等器官。,医生建议他每天刷牙两次，以保持口腔健康。
900311,口头,kǒu tóu,形容词,通过言语表达的，非书面的。,他只是口头上答应你，但实际行动却迟迟没有跟上。
900321,口头,kǒu tou,名词,方言中指生瓜果的味道。,这个西瓜的口头很好，切开后却发现里面已经变质了。
900411,口音,kǒu yīn,名词,发音时气流仅从口腔出来的语音，区别于鼻音。普通话中除m、n、ng外均为口音。,普通话中的“b”和“p”都是口音，发音时气流从口腔出来。
900421,口音,kǒu yin,名词,说话时的声音特征。,听他的口音，好像是山东人，带着浓浓的乡音。
900422,口音,kǒu yin,名词,方言特有的发音特点。,他说起话来有口音（说话带方音），一听就知道不是本地人。
900511,枯竭,kū jié,形容词,水源干涸,由于长期干旱，水源枯竭，村民们不得不另寻新的取水点。
900512,枯竭,kū jié,形容词,资源耗尽,经过连续几天的高强度工作，他感到精力枯竭，几乎无法再继续下去。
900611,枯燥,kū zào,形容词,单调无趣,生活枯燥无味，每天都重复着相同的事情，让人感到无比厌倦。
900711,苦尽甘来,kǔ jìn gān lái,其他,比喻艰难过后迎来美好,经过多年的努力奋斗，他终于苦尽甘来，过上了幸福的生活。
901011,快活,kuài huo,形容词,愉快；快乐。,提前完成了任务，心里觉得很快活，终于可以放松一下了。
901111,宽敞,kuān chang,形容词,指空间宽阔或宽大,这间屋子很宽敞，足够容纳十几个人同时活动。
901211,款待,kuǎn dài,动词,热情招待,主人热情地款待客人，准备了丰盛的晚餐和美酒。
901311,款式,kuǎn shì,名词,样式；设计,这款衣服款式新颖，设计独特，吸引了众多年轻人的目光。
901511,旷课,kuàng kè,动词,学生未经请假擅自缺课。,他因为贪玩而旷课，结果被老师严厉批评了。
901611,框架,kuàng jià,名词,建筑中由梁柱组成的结构,施工队加班加点，终于按时完成主体框架工程。
901612,框架,kuàng jià,名词,比喻事物的基本结构,这部长篇小说已经有了一个大致的框架，接下来就是填充细节了。
901711,况且,kuàng qiě,连词,连词，表示在已有基础上进一步补充说明,上海地方那么大，况且你又不知道他的地址，一下子怎么能找到他呢？真是大海捞针啊。
901811,亏待,kuī dài,动词,不公平对待,你放心吧，我一定不亏待他，会好好照顾他的生活。
901911,亏损,kuī sǔn,动词,支出超过收入,企业经营不善，亏损很大，最终不得不宣布破产。
901912,亏损,kuī sǔn,动词,身体虚弱,长期熬夜导致气血亏损，她的脸色看起来十分苍白。
902011,昆虫,kūn chóng,名词,节肢动物的一类，身体分头、胸、腹三部分，通常有六足和翅膀。,花园里飞舞着各种美丽的昆虫，为夏日增添了生机。
902111,捆绑,kǔn bǎng,动词,用绳子将人捆住,警察迅速将小偷捆绑起来，防止他再次逃跑。
902211,扩充,kuò chōng,动词,增加数量或加强内容,为了使报告更加详尽，我们需要扩充内容，加入更多实际案例。
902311,扩散,kuò sàn,动词,使物质或信息广泛传播,通过社交媒体平台，这条消息迅速扩散影响，引发了广泛讨论。
902411,扩张,kuò zhāng,动词,扩大势力或领土范围,公司计划向外扩张，以开拓新的市场。
902511,喇叭,lǎ ba,名词,"管乐器,上细下粗,最下端的口部向四周张开,可以扩大声音。",汽车喇叭突然响起，把路人吓了一跳。
902512,喇叭,lǎ ba,名词,扩音用的喇叭状设备,他按了按汽车喇叭，提醒前面的车辆注意。
902711,来历,lái lì,名词,人或事物的历史背景,警方正在努力查明来历不明的包裹。
902811,来源,lái yuán,名词,事物的起源或出处,他的经济来源主要是靠投资和理财。
902812,来源,lái yuán,动词,起源于（后接“于”）,神话的内容也是来源于生活的。
902911,栏目,lán mù,名词,报刊或杂志中按内容分类的标名部分,这本杂志的小说栏目深受读者喜爱。
903011,懒惰,lǎn duò,形容词,不爱劳动和工作；不勤快,这人太懒惰了，在家里什么事都不愿意干。
903111,狼狈,láng bèi,形容词,形容处境困窘,他在比赛中表现得十分狼狈，最终没能取得好成绩。
903211,朗读,lǎng dú,动词,指大声清晰地诵读,老师要求学生朗读课文，以便更好地理解内容。
903411,牢固,láo gù,形容词,结实；坚固。,只有基础牢固，才能在学习中不断进步。
903511,牢骚,láo sāo,名词,因不满而产生的抱怨情绪,他对现状不满，总是发牢骚。
903512,牢骚,láo sāo,动词,表达不满或抱怨,他牢骚了半天，最后还是不得不接受现实。
903611,乐趣,lè qù,名词,能带来快乐的事物或感受,工作中的乐趣是无穷的，只要你用心去发现。
903711,乐意,lè yì,动词,心甘情愿地愿意,这件事只要你乐意办，保险办得好。
903712,乐意,lè yì,形容词,愿意且感到高兴,你的话说得太生硬，他听了有些不乐意。
903811,雷达,léi dá,名词,利用无线电波探测目标的电子设备,机场的雷达系统可以精确追踪飞机的实时位置。
903911,类似,lèi sì,形容词,大体相像,找出犯错误的原因，避免再犯类似的错误。
904011,冷淡,lěng dàn,形容词,环境不热闹，不兴盛,最近生意冷淡，店铺的收入明显减少。
904012,冷淡,lěng dàn,形容词,态度不热情或不关心,他对我的态度冷淡，让我感到很不舒服。
904013,冷淡,lěng dàn,动词,以冷淡的态度对待他人,他强打着精神说话，怕冷淡了朋友。
904111,冷酷,lěng kù,形容词,待人冷漠苛刻,他的态度冷酷无情。
904211,冷却,lěng què,动词,物体温度降低或使物体温度降低,刚出炉的面包需要自然冷却后才能包装。
904411,黎明,lí míng,名词,天刚亮的时候。,他每天黎明即起，开始一天的劳作。
904511,里程碑,lǐ chéng bēi,名词,道路旁标记距离的石碑。,这条公路每隔五公里就设有一个里程碑，方便司机判断距离。
904512,里程碑,lǐ chéng bēi,名词,比喻历史发展中的标志性事件。,人类登月成功是20世纪最伟大的里程碑之一。
904611,礼节,lǐ jié,名词,表示尊敬或哀悼的惯用仪式。,在正式场合，握手是一种基本的礼节。
904811,理所当然,lǐ suǒ dāng rán,其他,按道理应当如此,父母抚养孩子长大，孩子赡养父母是理所当然的事情。
904911,理直气壮,lǐ zhí qì zhuàng,其他,理由充分而气势十足,证据确凿的情况下，他理直气壮地反驳了对方的指控。
905011,理智,lǐ zhì,名词,明辨是非的能力,在巨大的压力下，他几乎丧失理智。
905111,立场,lì chǎng,名词,观察和处理问题时所持的观点和态度,作为记者，必须保持中立立场才能客观报道新闻。
905112,立场,lì chǎng,名词,特指阶级立场,在讨论社会问题时，不同阶级的人往往持有不同的立场。
905211,立交桥,lì jiāo qiáo,名词,使不同方向的交通流在不同平面上交叉的桥梁,这座新建的立交桥有效缓解了市中心的交通拥堵问题。
905311,立体,lì tǐ,形容词,具有长、宽、高三个维度的,这是一道关于立体图形的数学题。
905312,立体,lì tǐ,名词,几何体。,这座城市的交通系统采用了立体交叉设计。
905313,立体,lì tǐ,形容词,多层次或多方面的,通过立体交叉桥，车辆可以快速分流。
905314,立体,lì tǐ,形容词,具有立体视觉效果的,我们今天去看了一场立体电影。
905411,立足,lì zú,动词,在某地站稳脚跟或生存下去,由于立足未稳，他很快就被对手击败了。
905412,立足,lì zú,动词,处于某种立场或位置,作为环保人士，他一直立足可持续发展理念开展工作。
905511,历代,lì dài,名词,过去的各个朝代。,博物馆里展出了许多历代名画。
905512,历代,lì dài,名词,过去的许多世代。,这个家族历代务农，生活简朴。
905513,历代,lì dài,动词,经历各个时期。,这座古城历代都是兵家必争之地，见证了无数历史变迁。
905611,历来,lì lái,副词,从过去到现在一直如此。,这种习俗历来如此，无人能改变。
905721,利害,lì hài,名词,利益与损害,他在做决定时从不计利害，只凭良心行事。
905811,利率,lì lǜ,名词,利息与本金的比率,银行最近下调了存款利率，这对储户来说是个坏消息。
905911,力所能及,lì suǒ néng jí,形容词,能力范围内,让学生参加一些力所能及的劳动。
906011,力图,lì tú,动词,努力实现,他力图实现自己的抱负。
906111,力争,lì zhēng,动词,努力争取,在学习中，我们要力争上游，不断进步。
906112,力争,lì zhēng,动词,极力辩论,在会议上，他据理力争，试图说服大家接受他的观点。
906211,例外,lì wài,名词,超出一般规律的情况。,大家都得遵守规定，谁也不能例外。
906212,例外,lì wài,名词,在一般的规律、规定之外的情况,一般讲，纬度越高，气温越低，但也有例外。
906311,连年,lián nián,副词,多年连续,今年的连年大丰收让农民们喜笑颜开。
906411,连锁,lián suǒ,形容词,相互关联的,这一事件引发了连锁反应，影响了整个行业的格局。
906511,连同,lián tóng,连词,和...一起,货物连同清单一并送去，确保没有遗漏任何细节。
906611,联欢,lián huān,名词,集体欢聚活动,学校举办了一场别开生面的联欢会，师生们都积极参与其中。
906711,联络,lián luò,动词,保持联系,作为联络员，他的职责是确保各部门之间的沟通顺畅。
906811,联盟,lián méng,名词,国家间的同盟组织,反法西斯联盟在二战中发挥了至关重要的作用。
906812,联盟,lián méng,名词,个人或集体的联合,工农联盟是中国革命取得胜利的重要基础。
906911,联想,lián xiǎng,动词,由某事物想到相关事物,他的联想丰富，总能从平凡的事物中发现不平凡的意义。
907011,廉洁,lián jié,形容词,不贪污腐败；公正清白。,作为一名公务员，他始终廉洁奉公，赢得了群众的信任。
907111,良心,liáng xīn,名词,对是非的内心的正确认识，尤指与自身行为相关的,他是一个有良心的企业家，始终坚持回馈社会。
907311,谅解,liàng jiě,动词,体谅并原谅,他很谅解你的苦衷，所以并没有责怪你。
907411,辽阔,liáo kuò,形容词,广阔无边的,这片辽阔的土地蕴藏着丰富的自然资源。
907511,列举,liè jǔ,动词,逐项提出或说明,他在报告中列举事实，证明了自己的观点。
907711,临床,lín chuáng,名词,医生对病人进行诊断和治疗,多年的临床经验使他成为一名出色的医生。
907811,吝啬,lìn sè,形容词,过分节省，该用不用,大方些，别那么吝啬，朋友之间应该互相帮助。
907911,零星,líng xīng,形容词,零碎的；少量的（非谓语用法）,这些零星材料经过整理后，竟然形成了一份完整的报告。
907912,零星,líng xīng,形容词,分散的（非谓语用法）,夜空中的星星零星地闪烁着，美丽极了。
908011,凌晨,líng chén,名词,黎明前的时段,他每天凌晨四点就起床开始工作。
908111,灵感,líng gǎn,名词,创造性活动中突然产生的思路,在创作这幅画时，她突然获得了灵感。
908211,灵魂,líng hún,名词,迷信认为主宰人体的非物质存在,她拥有一颗纯洁的灵魂，让人感到无比温暖。
908212,灵魂,líng hún,名词,心灵或思想,纯洁的灵魂在纷繁复杂的世界中显得尤为珍贵。
908213,灵魂,líng hún,名词,人格或良心,作为一名医生，救死扶伤是他的灵魂所在。
908214,灵魂,líng hún,名词,比喻起决定作用的因素,创新是企业发展的灵魂，没有创新就没有未来。
908311,灵敏,líng mǐn,形容词,反应迅速；敏锐,他动作灵敏，总能在关键时刻避开危险。
908411,伶俐,líng lì,形容词,聪明且反应快。,这个孩子口齿伶俐，说起话来让人忍俊不禁。
908511,领会,lǐng huì,动词,理解并体会,我们需要认真领会文件的精神，以便更好地执行任务。
908611,领事馆,lǐng shì guǎn,名词,驻外领事代表机构,中国驻纽约领事馆为当地华人提供了很多帮助。
908711,领土,lǐng tǔ,名词,国家主权管辖区域,国家的领土神圣不可侵犯，我们必须坚决捍卫。
908811,领悟,lǐng wù,动词,深刻理解并掌握,我说的那些话，他好像还未领悟过来，仍然一脸疑惑。
908911,领先,lǐng xiān,动词,行进在最前方,他迈开大步，领先登上了山顶，俯瞰着脚下的美景。
908912,领先,lǐng xiān,形容词,（比喻）处于前列,这个县的粮食产量处于全国领先地位，为国家粮食安全作出了重要贡献。
909011,领袖,lǐng xiù,名词,国家、政治团体或群众组织的最高领导人,伟大的领袖总是能够带领人民走向繁荣富强。
909211,留恋,liú liàn,动词,因喜爱而不忍离开,尽管已经离开多年，他依然留恋故土，时常回忆起家乡的点点滴滴。
909311,留念,liú niàn,动词,留作纪念（多用于临别馈赠）,大家在欢乐的氛围中合影留念，记录下这美好的瞬间。
909411,留神,liú shén,动词,注意；小心（多指防备危险）,过马路时一定要留神来往的车辆，确保安全。
909511,流浪,liú làng,动词,无固定居所四处谋生,流浪者在街头徘徊，寻找着可以遮风避雨的地方。
909611,流露,liú lù,动词,无意中表现出来,他的眼神流露出真情，让人感受到他内心的善良。
909711,流氓,liú máng,名词,不务正业、为非作歹的人,有人在公共场合耍流氓，引起了周围人的愤怒和谴责。
909712,流氓,liú máng,名词,恶劣的下流行为,这种耍流氓的行为应当受到法律的严惩。
909811,流通,liú tōng,动词,物品或货币的流转,房间里的空气流通得很好，让人感到非常舒适。
909812,流通,liú tōng,动词,指商品、货币流转。,市场经济中，商品的流通速度直接影响经济发展。
909911,隆重,lóng zhòng,形容词,盛大而庄重,这场隆重的典礼吸引了来自世界各地的嘉宾。
910011,垄断,lǒng duàn,动词,独占市场或资源,这家公司垄断了全国的电信市场，导致服务价格居高不下。
910111,笼罩,lǒng zhào,动词,像笼子一样完全覆盖某物。,晨雾笼罩在湖面上，仿佛给湖泊披上了一层神秘的面纱。
910311,炉灶,lú zào,名词,炉子和灶台的合称,他花了整整一天时间修理炉灶，终于让它恢复了正常使用。
910411,轮船,lún chuán,名词,以机器为动力、通常由钢铁制成的船只,这艘豪华轮船将载着游客环游地中海沿岸的美丽城市。
910511,轮廓,lún kuò,名词,物体外形的边界线条,他画了一个人体的轮廓，线条流畅而准确。
910512,轮廓,lún kuò,名词,事物的基本概况,我只知道个轮廓，详情并不清楚。
910611,轮胎,lún tāi,名词,安装在车轮外部的环形橡胶制品，通常由内胎和外胎组成，用于减震和保护车轮,这辆自行车的轮胎已经磨损严重，需要更换新的了。
910711,论坛,lùn tán,名词,公开发表意见的场所或平台,这次工人论坛吸引了来自全国各地的代表参加。
910811,论证,lùn zhèng,名词,用论据证明论点的过程,专家们在论证会上对项目可行性进行了深入探讨。
910812,论证,lùn zhèng,动词,阐述并证明,经过多次论证会，方案终于得到了完善。
910813,论证,lùn zhèng,名词,立论的根据。,这个观点的论证非常充分，让人不得不信服。
911011,落成,luò chéng,动词,建筑工程竣工,新大楼的落成典礼在昨天隆重举行。
911111,落实,luò shí,动词,使计划具体可行,生产计划要订得落实，这样才能保证任务按时完成。
911112,落实,luò shí,动词,确保执行到位,我们需要落实具体的行动方案，才能解决这个复杂的问题。
911113,落实,luò shí,形容词,心情安定踏实,事情没有把握，心里总是不落实，让人感到焦虑。
911211,屡次,lǚ cì,副词,一次又一次,他屡次三番地提醒我，但我还是忘记了。
911311,履行,lǚ xíng,动词,实践(自己答应做的或应该做的事),履行诺言是做人最基本的准则之一。
911411,掠夺,lüè duó,动词,强行夺取,侵略者掠夺财物，给当地居民带来了深重灾难。
911511,略微,lüè wēi,副词,表示程度轻微，数量少或变化小,略微歇一会儿，我们就可以继续出发了。
911611,麻痹,má bì,名词,神经系统病变导致的身体部分感觉或运动障碍。,麻痹大意往往是事故发生的根本原因。
911612,麻痹,má bì,形容词,失去警惕性；疏忽。,由于麻痹大意，他没有注意到潜在的危险。
911711,麻木,má mù,形容词,身体某部分感觉丧失或不适。,寒冷让他浑身麻木，几乎失去了知觉。
911712,麻木,má mù,形容词,比喻反应迟钝，思想不敏锐。,思想麻木的人往往缺乏对事物的敏感度。
911811,麻醉,má zuì,名词,通过药物或针刺使身体暂时失去知觉，用于外科手术。,手术前，医生会给病人进行全身麻醉，确保无痛感。
911812,麻醉,má zuì,动词,比喻使人意志消沉或认识模糊。,不良的娱乐方式可能会麻醉人的意志，使人不思进取。
911911,码头,mǎ tou,名词,供船只停靠装卸的岸边建筑,这个城市是一个重要的水陆码头，交通十分便利。
911912,码头,mǎ tou,名词,方言指商业港口城市,作为水陆码头，这里每天都有大量的货物集散。
912111,埋伏,mái fú,动词,在敌方必经之路秘密部署兵力，伺机攻击。,敌军中埋伏，损失惨重。
912112,埋伏,mái fú,动词,潜伏。,这是一支埋伏在敌占区的别动队。
912211,埋没,mái mò,动词,掩埋；覆盖。,由于沙漠化严重，大片耕地被流沙埋没。
912212,埋没,mái mò,动词,使才能无法显现。,在这个小村庄里，许多有才华的年轻人被埋没人才，无法施展自己的能力。
912311,埋葬,mái zàng,动词,安葬死者。,他死后，埋葬在公墓里。
912312,埋葬,mái zàng,动词,比喻彻底消灭。,革命的浪潮将埋葬旧世界，迎来一个全新的社会。
912511,脉搏,mài bó,名词,心脏跳动时动脉的规律性搏动，可用于诊断疾病。,医生仔细测量了病人的脉搏，发现跳动频率异常。
912611,慢性,màn xìng,形容词,发展缓慢且持续时间长,慢性病需要长期治疗和调理才能逐渐改善。
912711,漫长,màn cháng,形容词,时间或空间上延绵不绝,经过漫长的岁月，这座古老的建筑依然保存完好。
912811,漫画,màn huà,名词,通过夸张手法表现生活的绘画艺术,这幅漫画用夸张的手法讽刺了社会上的一些不良现象。
912911,蔓延,màn yán,动词,像蔓草一样向外扩展,如果不及时控制，这种不良风气可能会蔓延滋长，影响整个社会。
913011,忙碌,máng lù,形容词,忙着做各种事情。,他整天忙忙碌碌，却没有时间停下来思考真正重要的事情。
913111,茫茫,máng máng,形容词,形容水或其他事物广阔无边。,茫茫大海中，一艘小船孤独地漂浮着。
913211,茫然,máng rán,形容词,完全不知道的样子。,事情发生的原因和经过我都茫然，完全不知道该如何是好。
913212,茫然,máng rán,形容词,失意的样子。,听到这个消息后，他站在那里茫然自失，不知所措。
913311,盲目,máng mù,形容词,缺乏视觉能力,在没有明确目标的情况下盲目行动，只会让问题变得更加复杂。
913411,冒充,mào chōng,动词,以假的充当真的,他对这个领域一窍不通，却总是冒充内行给别人提建议。
913511,茂盛,mào shèng,形容词,植物生长多而茁壮,今年雨水充足，庄稼长得很茂盛。
913512,茂盛,mào shèng,形容词,比喻经济兴旺,这家公司的业务蒸蒸日上，财源茂盛，令人羡慕不已。
913711,没辙,méi zhé,其他,无计可施,他不肯去，我也没辙，只能另想办法了。
913811,媒介,méi jiè,名词,使双方（人或事物）建立联系的人或事物,苍蝇是传染疾病的媒介，必须保持环境清洁以减少其滋生。
913911,媒体,méi tǐ,名词,传播信息的工具，如报刊、广播、电视等,新闻媒体在现代社会中扮演着传递信息和监督权力的重要角色。
914011,美观,měi guān,形容词,外形好看,房屋布置得很美观，每一个细节都体现了主人的用心。
914111,美满,měi mǎn,形容词,美好而圆满,他们的婚姻被大家称赞为美满姻缘。
914211,美妙,měi miào,形容词,美好而奇妙,她拥有美妙的歌喉，每次演唱都能打动人心。
914311,门诊,mén zhěn,名词,医生在医院或诊所对非住院病人的诊疗服务。,今天上午我去医院门诊部看了消化科医生。
914511,萌芽,méng yá,动词,植物开始发芽,这种思想还处于萌芽状态。
914512,萌芽,méng yá,名词,比喻新生或未成熟的事物,新型生产关系的萌芽正在逐渐显现。
914611,猛烈,měng liè,形容词,气势强大,战场上充斥着猛烈的炮火。
914612,猛烈,měng liè,形容词,快速剧烈,听到这个消息后，他的心脏猛烈地跳动着。
914711,梦想,mèng xiǎng,名词,不切实际的幻想,他对未来充满梦想，每天都努力朝着目标前进。
914712,梦想,mèng xiǎng,动词,强烈渴望,他小时候梦想着当一名飞行员，如今终于实现了这个愿望。
914911,弥补,mí bǔ,动词,补足欠缺的部分,通过不断学习和实践，他成功弥补缺陷，成为了一名优秀的工程师。
915011,弥漫,mí màn,动词,气体、液体等充满空间,清晨的山谷中烟雾弥漫，宛如仙境一般。
915111,迷惑,mí huò,动词,感到困惑或不解。,面对这复杂的问题，他感到迷惑不解。
915112,迷惑,mí huò,动词,使他人困惑。,花言巧语迷惑不了人，真相总会大白于天下。
915211,迷人,mí rén,形容词,吸引人或令人陶醉。,这里的景色迷人，吸引了无数游客前来观赏。
915311,迷失,mí shī,动词,失去方向或走错路。,在茂密的森林里很容易迷失方向。
915411,迷信,mí xìn,名词,对超自然力量的盲目信仰。,破除迷信，解放思想，是推动社会进步的重要一步。
915412,迷信,mí xìn,名词,泛指盲目崇拜。,破除迷信，解放思想，是推动社会进步的重要一步。
915511,密度,mì dù,名词,疏密程度,这个城市的人口密度非常高，给资源分配带来了巨大压力。
915512,密度,mì dù,名词,物质单位体积的质量,黄金的密度比白银要大得多。
915611,密封,mì fēng,动词,严密地封闭,用白蜡密封瓶口，以防药物受潮或挥发。
915612,密封,mì fēng,形容词,严密封闭的状态,太空舱采用密封舱设计，以确保宇航员的安全和舒适。
915711,免得,miǎn de,连词,为了避免,多问几句，免得走错路，这是旅行中的一个重要经验。
915811,免疫,miǎn yì,名词,对传染病的抵抗力,接种疫苗可以增强人体对某些疾病的免疫力。
915911,勉励,miǎn lì,动词,鼓励他人努力,在困难时期，他们互相勉励，共同度过了难关。
916011,勉强,miǎn qiǎng,形容词,能力不足仍尽力做,这项工作我还能勉强坚持下来。
916012,勉强,miǎn qiǎng,形容词,不情愿地,碍着面子，勉强答应下来了。
916013,勉强,miǎn qiǎng,动词,强迫他人,他不去算了，不要勉强他了。
916014,勉强,miǎn qiǎng,形容词,理由不充分,这种说法很勉强，怕站不住脚。
916015,勉强,miǎn qiǎng,形容词,将就;凑合,这点儿草料勉强够牲口吃一天。
916111,面貌,miàn mào,名词,相貌；脸部特征,改革开放以来，我国的社会面貌发生了翻天覆地的变化。
916112,面貌,miàn mào,名词,事物呈现的状态,随着经济的发展，这个小村庄的社会面貌焕然一新。
916211,面子,miàn zi,名词,物体的表面,他总是被面子问题困扰，无法做出真正适合自己的选择。
916212,面子,miàn zi,名词,体面；声誉,他是一个爱面子的人，即使错了也不愿意承认。
916213,面子,miàn zi,名词,情面,既然你这么给面子，那我就恭敬不如从命了。
916214,面子,miàn zi,名词,粉末,药面子是一种传统的中药制剂，常用于外敷治疗。
916311,描绘,miáo huì,动词,描画,这些作品生动地描绘了我国农村的新气象。
916411,渺小,miǎo xiǎo,形容词,非常微小,在浩瀚的宇宙面前，人类显得如此渺小。
916511,蔑视,miè shì,动词,轻视或不尊重,面对困难，我们不能退缩，而是要蔑视困难，勇往直前。
916611,灭亡,miè wáng,动词,（国家、种族等）不复存在,如果继续执迷不悟，只会自取灭亡。
916711,民间,mín jiān,名词,人民群众之间,民间文学是中华文化的重要组成部分，蕴含了丰富的历史和智慧。
916712,民间,mín jiān,形容词,非政府性质的,近年来，随着政策的放宽，民间贸易得到了迅速发展。
916811,民用,mín yòng,形容词,供人民日常生活使用的,民用航空业的发展极大地促进了全球旅游业的繁荣。
916911,敏感,mǐn gǎn,形容词,对外界事物反应迅速,有些动物对天气的变化非常敏感，可以提前感知到暴风雨的到来。
917011,敏捷,mǐn jié,形容词,动作迅速灵活,他思维敏捷，在团队中总能提出创新的想法。
917111,敏锐,mǐn ruì,形容词,感觉灵敏；眼光尖锐,作为一名优秀的记者，她思想敏锐，能够迅速捕捉社会热点问题。
917211,明明,míng míng,副词,显然如此（常用于转折语气）。,这话明明是他说的，怎么转眼就不认账了？
917311,名次,míng cì,名词,按一定标准排列的次序,比赛中他成绩较好，所以名次也靠前。
917411,名额,míng é,名词,规定的人员数量,名额有限，报名从速。
917511,名副其实,míng fù qí shí,形容词,名称或名声与实际相符,这家餐厅的菜品色香味俱全，真是名副其实。
917611,名誉,míng yù,名词,个人或集体的声誉,我们应该爱惜名誉，因为它是一个人的立身之本。
917612,名誉,míng yù,形容词,名义上的（含尊重意）,他被授予了名誉会员的称号。
917711,命名,mìng míng,动词,给予名称,在新建大楼的命名典礼上，许多嘉宾应邀出席。
917811,摸索,mō suǒ,动词,试探性地前进,他们在暴风雨的黑夜里摸索着前进。
917812,摸索,mō suǒ,动词,寻找方向、方法或经验,在工作中初步摸索出一些经验。
918011,摩擦,mó cā,名词,物体紧密接触并来回移动,冬天干燥，皮肤容易因摩擦而变得粗糙。
918012,摩擦,mó cā,名词,接触物体间阻碍相对运动的力,物理课上，老师讲解了滑动摩擦和滚动摩擦的区别。
918013,摩擦,mó cā,名词,因利益冲突引发的矛盾,两国之间的贸易摩擦影响了全球经济的稳定。
918111,磨合,mó hé,动词,新机器通过使用使零件配合更紧密。,新买的汽车需要经过一段时间的磨合才能达到最佳性能。
918211,模范,mó fàn,形容词,可作为榜样或值得学习的,他的模范事迹感动了无数人。
918212,模范,mó fàn,名词,值得学习或效仿的人,他是今年评选出的劳动模范。
