cihui,pinyin,rank
拨子,bo1'zi3,50869
钵盂,bo1'yu2,50870
不咎既往,bu4'jiu4'ji4'wang3,50871
不肖子,bu4'xiao4'zi3,50872
不宣而战,bu4'xuan1'er2'zhan4,50873
不足为凭,bu4'zu2'wei2'ping2,50874
彩门,cai3'men2,50875
彩棚,cai3'peng2,50876
菜金,cai4'jin1,50877
菜牛,cai4'niu2,50878
苍鹭,cang1'lu4,50879
草头王,cao3'tou2'wang2,50880
测查,ce4'cha2,50881
拆改,chai1'gai3,50882
拆字,chai1'zi4,50883
禅院,chan2'yuan4,50884
禅杖,chan2'zhang4,50885
长线产品,chang2'xian4'chan3'pin3,50886
潮乎乎,chao2'hu1'hu1,50887
炒勺,chao3'shao2,50888
尘寰,chen2'huan2,50889
呈子,cheng2'zi3,50890
吃白饭,chi1'bai2'fan4,50891
吃现成,chi1'xian4'cheng2,50892
吃现成饭,chi1'xian4'cheng2'fan4,50893
吃罪不起,chi1'zui4'bu4'qi3,50894
痴愚,chi1'yu2,50895
痴醉,chi1'zui4,50896
重张,chong2'zhang1,50897
冲床,chong4'chuang2,50898
愁云惨雾,chou2'yun2'can3'wu4,50899
出门子,chu1'men2'zi3,50900
初级社,chu1'ji2'she4,50901
初露头角,chu1'lu4'tou2'jiao3,50902
除锈,chu2'xiu4,50903
穿帮,chuan1'bang1,50904
垂问,chui2'wen4,50905
春麦,chun1'mai4,50906
莼菜,chun2'cai4,50907
瓷雕,ci2'diao1,50908
催索,cui1'suo3,50909
错时,cuo4'shi2,50910
打板子,da3'ban3'zi,50911
大丽花,da4'li4'hua1,50912
大溜,da4'liu4,50913
党政工团,dang3'zheng4'gong1'tuan2,50914
倒叙,dao4'xu4,50915
道林纸,dao4'lin2'zhi3,50916
得时,de2'shi2,50917
低盐,di1'yan2,50918
敌台,di2'tai2,50919
抵缴,di3'jiao3,50920
地板革,di4'ban3'ge2,50921
地磅,di4'bang4,50922
地方话,di4'fang'hua4,50923
地老虎,di4'lao3'hu3,50924
电火锅,dian4'huo3'guo1,50925
电警棍,dian4'jing3'gun4,50926
电熨斗,dian4'yun4'dou3,50927
靛蓝,dian4'lan2,50928
靛青,dian4'qing1,50929
吊胃口,diao4'wei4'kou3,50930
钉锤,ding1'chui2,50931
兜生意,dou1'sheng1'yi4,50932
抖包袱,dou3'bao1'fu,50933
陡变,dou3'bian4,50934
陡峻,dou3'jun4,50935
豆苗,dou4'miao2,50936
镀铬,du4'ge4,50937
讹误,e2'wu4,50938
二十四节气,er4'shi2'si4'jie2'qi4,50939
发憷,fa1'chu4,50940
法螺,fa3'luo2,50941
翻录,fan1'lu4,50942
翻晒,fan1'shai4,50943
反间,fan3'jian4,50944
防水层,fang2'shui3'ceng2,50945
奋勇当先,fen4'yong3'dang1'xian1,50946
佛徒,fo2'tu2,50947
福如东海,fu2'ru2'dong1'hai3,50948
府绸,fu3'chou2,50949
复句,fu4'ju4,50950
复排,fu4'pai2,50951
干白,gan1'bai2,50952
干贝,gan1'bei4,50953
干花,gan1'hua1,50954
感愧,gan3'kui4,50955
钢花,gang1'hua1,50956
钢珠,gang1'zhu1,50957
港汊,gang3'cha4,50958
隔离墩,ge2'li2'dun1,50959
跟屁虫,gen1'pi4'chong2,50960
工程车,gong1'cheng2'che1,50961
拱坝,gong3'ba4,50962
苟全,gou3'quan2,50963
古远,gu3'yuan3,50964
骨鲠在喉,gu3'geng3'zai4'hou2,50965
观察哨,guan1'cha2'shao4,50966
观风,guan1'feng1,50967
光雾,guang1'wu4,50968
鬼精灵,gui3'jing1'ling2,50969
桂皮,gui4'pi2,50970
国富民安,guo2'fu4'min2'an1,50971
海蛎子,hai3'li4'zi3,50972
海兽,hai3'shou4,50973
海蟹,hai3'xie4,50974
害眼,hai4'yan3,50975
蚶子,han1'zi3,50976
含血喷人,han2'xue4'pen1'ren2,50977
行帮,hang2'bang1,50978
合成革,he2'cheng2'ge2,50979
和畅,he2'chang4,50980
河系,he2'xi4,50981
喝倒彩,he4'dao4'cai3,50982
恒产,heng2'chan3,50983
横生枝节,heng2'sheng1'zhi1'jie2,50984
红小豆,hong2'xiao3'dou4,50985
后账,hou4'zhang4,50986
胡侃,hu2'kan3,50987
胡子茬儿,hu2'zi3'cha2'er,50988
湖绿,hu2'lv4,50989
花纱布,hua1'sha1'bu4,50990
画帖,hua4'tie4,50991
还情,huan2'qing2,50992
宦途,huan4'tu2,50993
黄金地带,huang2'jin1'di4'dai4,50994
回归热,hui2'gui1're4,50995
汇寄,hui4'ji4,50996
浑身是胆,hun2'shen1'shi4'dan3,50997
火把节,huo3'ba3'jie2,50998
火化场,huo3'hua4'chang3,50999
火急火燎,huo3'ji2'huo3'liao3,51000
机杼,ji1'zhu4,51001
基围虾,ji1'wei2'xia1,51002
吉人天相,ji2'ren2'tian1'xiang4,51003
极限运动,ji2'xian4'yun4'dong4,51004
急救包,ji2'jiu4'bao1,51005
急就章,ji2'jiu4'zhang1,51006
集体户,ji2'ti3'hu4,51007
记诵,ji4'song4,51008
忌辰,ji4'chen2,51009
架得住,jia4'de'zhu4,51010
减缩,jian3'suo1,51011
简笔,jian3'bi3,51012
娇纵,jiao1'zong4,51013
胶合,jiao1'he2,51014
结垢,jie2'gou4,51015
金鸡纳霜,jin1'ji1'na4'shuang1,51016
进军号,jin4'jun1'hao4,51017
劲升,jing4'sheng1,51018
镜花水月,jing4'hua1'shui3'yue4,51019
旧迹,jiu4'ji4,51020
救赎,jiu4'shu2,51021
就席,jiu4'xi2,51022
倨傲,ju4'ao4,51023
均摊,jun1'tan1,51024
开拓型,kai1'tuo4'xing2,51025
开心果,kai1'xin1'guo3,51026
刊用,kan1'yong4,51027
看跌,kan4'die1,51028
康拜因,kang1'bai4'yin1,51029
可圈可点,ke3'quan1'ke3'dian3,51030
客里空,ke4'li3'kong1,51031
客死,ke4'si3,51032
空驶,kong1'shi3,51033
空手道,kong1'shou3'dao4,51034
孔雀蓝,kong3'que4'lan2,51035
空额,kong4'e2,51036
口疮,kou3'chuang1,51037
口水战,kou3'shui3'zhan4,51038
口误,kou3'wu4,51039
枯荣,ku1'rong2,51040
苦短,ku3'duan3,51041
库藏,ku4'zang4,51042
款型,kuan3'xing2,51043
坤包,kun1'bao1,51044
拉丁字母,la1'ding1'zi4'mu3,51045
兰花指,lan2'hua1'zhi3,51046
烂账,lan4'zhang4,51047
捞油水,lao1'you2'shui3,51048
劳燕分飞,lao2'yan4'fen1'fei1,51049
老马识途,lao3'ma3'shi2'tu2,51050
乐天知命,le4'tian1'zhi1'ming4,51051
雷场,lei2'chang3,51052
冷藏室,leng3'cang2'shi4,51053
离宫,li2'gong1,51054
里脊,li3'ji3,51055
利齿,li4'chi3,51056
例举,li4'ju3,51057
连番,lian2'fan1,51058
鬣狗,lie4'gou3,51059
鲮鱼,ling2'yu2,51060
领命,ling3'ming4,51061
流注,liu2'zhu4,51062
镏金,liu2'jin1,51063
柳琴,liu3'qin2,51064
隆胸,long2'xiong1,51065
漏失,lou4'shi1,51066
卤鸡,lu3'ji1,51067
芒刺在背,mang2'ci4'zai4'bei4,51068
茫然若失,mang2'ran2'ruo4'shi1,51069
铆工,mao3'gong1,51070
貌相,mao4'xiang4,51071
孟冬,meng4'dong1,51072
蜜供,mi4'gong4,51073
棉签,mian2'qian1,51074
免刑,mian3'xing2,51075
面肥,mian4'fei2,51076
描图,miao2'tu2,51077
明镜高悬,ming2'jing4'gao1'xuan2,51078
命令主义,ming4'ling4'zhu3'yi4,51079
抹稀泥,mo3'xi1'ni2,51080
没世,mo4'shi4,51081
木琴,mu4'qin2,51082
募股,mu4'gu3,51083
奶品,nai3'pin3,51084
男厕,nan2'ce4,51085
内眷,nei4'juan4,51086
呢料,ne'liao4,51087
尿频,niao4'pin2,51088
女监,nv3'jian1,51089
旁路,pang2'lu4,51090
炮烙,pao2'luo4,51092
配电网,pei4'dian4'wang3,51093
碰碰车,peng4'peng'che1,51094
披红挂绿,pi1'hong2'gua4'lv4,51095
霹雳舞,pi1'li4'wu3,51096
票根,piao4'gen1,51097
平畴,ping2'chou2,51098
平方尺,ping2'fang1'chi3,51099
杞柳,qi3'liu3,51100
气焊,qi4'han4,51101
牵缠,qian1'chan2,51102
前所未闻,qian2'suo3'wei4'wen2,51103
浅表,qian3'biao3,51104
浅露,qian3'lu4,51105
轻于鸿毛,qing1'yu2'hong2'mao2,51106
清洁车,qing1'jie2'che1,51107
清甜,qing1'tian2,51108
穷期,qiong2'qi1,51109
琼剧,qiong2'ju4,51110
秋莱,qiu1'lai2,51111
全休,quan2'xiu1,51112
绕远儿,rao4'yuan3'er,51113
人体炸弹,ren2'ti3'zha4'dan4,51114
认头,ren4'tou2,51115
乳燕,ru3'yan4,51116
三八式,san1'ba1'shi4,51117
桑拿浴,sang1'na2'yu4,51118
沙果,sha1'guo3,51119
骟,shan4,51120
伤生,shang1'sheng1,51121
上下其手,shang4'xia4'qi2'shou3,51122
奢想,she1'xiang3,51123
设使,she4'shi3,51124
参商,shen1'shang1,51125
渗流,shen4'liu2,51126
生死簿,sheng1'si3'bu4,51127
省略号,sheng3'lue4'hao4,51128
失欢,shi1'huan1,51129
师道尊严,shi1'dao4'zun1'yan2,51130
诗律,shi1'lv4,51131
石版,shi2'ban3,51132
时调,shi2'diao4,51133
使绊儿,shi3'ban4'er,51134
屎壳郎,shi3'ke'lang4,51135
试养,shi4'yang3,51136
收音,shou1'yin1,51137
守摊子,shou3'tan1'zi3,51138
受看,shou4'kan4,51139
赎当,shu2'dang4,51140
蜀锦,shu3'jin3,51141
鼠标器,shu3'biao1'qi4,51142
耍笔杆,shua3'bi3'gan3,51143
爽然若失,shuang3'ran2'ruo4'shi1,51144
水疗,shui3'liao2,51145
水靴,shui3'xue1,51146
顺和,shun4'he,51147
死劲儿,si3'jin4'er,51148
死信,si3'xin4,51149
死猪不怕开水烫,si3'zhu1'bu4'pa4'kai1'shui3'tang4,51150
琐闻,suo3'wen2,51151
胎位,tai1'wei4,51152
太阳灶,tai4'yang2'zao4,51153
堂侄,tang2'zhi2,51154
烫面,tang4'mian4,51155
讨便宜,tao3'pian2'yi,51156
提婚,ti2'hun1,51157
屉子,ti4'zi3,51158
天姿,tian1'zi1,51159
挑战书,tiao3'zhan4'shu1,51160
通解,tong1'jie3,51161
通心粉,tong1'xin1'fen3,51162
筒裤,tong3'ku4,51163
土腥味,tu3'xing1'wei4,51164
外嫁,wai4'jia4,51165
惘然若失,wang3'ran2'ruo4'shi1,51166
危情,wei1'qing2,51167
文件名,wen2'jian4'ming2,51168
窝气,wo1'qi4,51169
污痕,wu1'hen2,51170
无可讳言,wu2'ke3'hui4'yan2,51171
无以为生,wu2'yi3'wei2'sheng1,51172
息影,xi1'ying3,51173
惜墨如金,xi1'mo4'ru2'jin1,51174
喜幛,xi3'zhang4,51175
弦乐器,xian2'yue4'qi4,51176
咸盐,xian2'yan2,51177
线板,xian4'ban3,51178
湘莲,xiang1'lian2,51179
镶牙,xiang1'ya2,51180
详图,xiang2'tu2,51181
霄壤之别,xiao1'rang3'zhi1'bie2,51182
小步舞,xiao3'bu4'wu3,51183
小手小脚,xiao3'shou3'xiao3'jiao3,51184
小淘气,xiao3'tao2'qi4,51185
笑剧,xiao4'ju4,51186
斜路,xie2'lu4,51187
谐声,xie2'sheng1,51188
心胆俱裂,xin1'dan3'ju4'lie4,51189
心毒,xin1'du2,51190
心心相连,xin1'xin1'xiang1'lian2,51191
兴妖作怪,xing1'yao1'zuo4'guai4,51192
刑庭,xing2'ting2,51193
雄杰,xiong2'jie2,51194
休耕,xiu1'geng1,51195
虚飘,xu1'piao1,51196
恤金,xu4'jin1,51197
雪里送炭,xue3'li3'song4'tan4,51198
岩盐,yan2'yan2,51199
验讫,yan4'qi4,51200
妖里妖气,yao1'li3'yao1'qi4,51201
舀子,yao3'zi3,51202
药浴,yao4'yu4,51203
夜视仪,ye4'shi4'yi2,51204
一锅煮,yi1'guo1'zhu3,51205
一路货,yi1'lu4'huo4,51206
一石二鸟,yi1'shi2'er4'niao3,51207
一字长蛇阵,yi1'zi4'chang2'she2'zhen4,51208
姨妹,yi2'mei4,51209
胰脏,yi2'zang4,51210
艺术体操,yi4'shu4'ti3'cao1,51211
易姓,yi4'xing4,51212
淫书,yin2'shu1,51213
淫猥,yin2'wei3,51214
油迹,you2'ji4,51215
油篓,you2'lou3,51216
油饰,you2'shi4,51217
有奶便是娘,you3'nai3'bian4'shi4'niang2,51218
雨脚,yu3'jiao3,51219
语料,yu3'liao4,51220
鸢尾,yuan1'wei3,51221
园艺师,yuan2'yi4'shi1,51222
月白风清,yue4'bai2'feng1'qing1,51223
匀净,yun2'jing4,51224
运输舰,yun4'shu1'jian4,51225
杂凑,za2'cou4,51226
葬身鱼腹,zang4'shen1'yu2'fu4,51227
藏蓝,zang4'lan2,51228
赠券,zeng4'quan4,51229
炸糕,zha4'gao1,51230
折页,zhe2'ye4,51231
针鼻儿,zhen1'bi2'er,51232
整复,zheng3'fu4,51233
整纪,zheng3'ji4,51234
正当中,zheng4'dang1'zhong1,51235
正片,zheng4'pian4,51236
正音,zheng4'yin1,51237
支棱,zhi1'leng2,51238
知人之明,zhi1'ren2'zhi1'ming2,51239
直性子,zhi2'xing4'zi3,51240
止泻,zhi3'xie4,51241
志大才疏,zhi4'da4'cai2'shu1,51242
钟鼎,zhong1'ding3,51243
种子队,zhong3'zi'dui4,51244
重点校,zhong4'dian3'xiao4,51245
重晶石,zhong4'jing1'shi2,51246
绉纱,zhou4'sha1,51247
竹刻,zhu2'ke4,51248
竹笠,zhu2'li4,51249
蛀牙,zhu4'ya2,51250
专座,zhuan1'zuo4,51251
追魂,zhui1'hun2,51252
赘婿,zhui4'xu4,51253
走水,zou3'shui3,51254
走眼,zou3'yan3,51255
坐蜡,zuo4'la4,51256
坐山观虎斗,zuo4'shan1'guan1'hu3'dou4,51257
暗伤,an4'shang1,51258
白驹过隙,bai2'ju1'guo4'xi4,51259
白条子,bai2'tiao2'zi,51260
败草,bai4'cao3,51261
板铺,ban3'pu1,51262
板障,ban3'zhang4,51263
办差,ban4'chai1,51264
半子,ban4'zi3,51265
帮主,bang1'zhu3,51266
宝眷,bao3'juan4,51267
爆破筒,bao4'po4'tong3,51268
背债,bei1'zhai4,51269
贲门,ben1'men2,51270
本岛,ben3'dao3,51271
鼻窦,bi2'dou4,51272
笔债,bi3'zhai4,51273
笔战,bi3'zhan4,51274
闭月羞花,bi4'yue4'xiu1'hua1,51275
便宴,bian4'yan4,51276
殡殓,bin4'lian4,51277
鬓毛,bin4'mao2,51278
病句,bing4'ju4,51279
薄葬,bo2'zang4,51280
卜居,bu3'ju1,51281
步犁,bu4'li2,51282
菜板,cai4'ban3,51283
参校,can1'jiao4,51284
惨况,can3'kuang4,51285
藏富,cang2'fu4,51286
槽牙,cao2'ya2,51287
草底儿,cao3'di3'er,51288
禅门,chan2'men2,51289
炒货,chao3'huo4,51290
炒冷饭,chao3'leng3'fan4,51291
尘暴,chen2'bao4,51292
沉底,chen2'di3,51293
陈陈相因,chen2'chen2'xiang1'yin1,51294
称说,cheng1'shuo1,51295
城雕,cheng2'diao1,51296
吃大户,chi1'da4'hu4,51297
吃哑巴亏,chi1'ya3'ba'kui1,51298
痴肥,chi1'fei2,51299
痴话,chi1'hua4,51300
痴狂,chi1'kuang2,51301
池座,chi2'zuo4,51302
叱问,chi4'wen4,51303
重修旧好,chong2'xiu1'jiu4'hao3,51304
宠用,chong3'yong4,51305
抽油机,chou1'you2'ji1,51306
仇外,chou2'wai4,51307
出乘,chu1'cheng2,51308
出圈,chu1'juan4,51309
出展,chu1'zhan3,51310
黜退,chu4'tui4,51311
穿堂风,chuan1'tang2'feng1,51312
船埠,chuan2'bu4,51313
船龄,chuan2'ling2,51314
吹拍,chui1'pai1,51315
春困,chun1'kun4,51316
唇线,chun2'xian4,51317
慈姑,ci2'gu1,51318
磁针,ci2'zhen1,51319
刺梅,ci4'mei2,51320
搓澡,cuo1'zao3,51321
打杈,da3'cha4,51322
打横,da3'heng2,51323
打先锋,da3'xian1'feng1,51324
大谬不然,da4'miu4'bu4'ran2,51325
大脑炎,da4'nao3'yan2,51326
当间儿,dang1'jian4'er,51327
得济,de2'ji4,51328
灯蛾,deng1'e2,51329
等速,deng3'su4,51330
低纬度,di1'wei3'du4,51331
低限,di1'xian4,51332
嫡出,di2'chu1,51333
抵牾,di3'wu3,51334
递解,di4'jie4,51335
点唱,dian3'chang4,51336
电吹风,dian4'chui1'feng1,51338
电焊机,dian4'han4'ji1,51339
电暖器,dian4'nuan3'qi4,51340
电刑,dian4'xing2,51341
钓具,diao4'ju4,51342
掉书袋,diao4'shu1'dai4,51343
丁字形,ding1'zi4'xing2,51344
定时器,ding4'shi2'qi4,51345
冬练,dong1'lian4,51346
冬贮,dong1'zhu4,51347
洞府,dong4'fu3,51348
斗富,dou3'fu4,51349
独具只眼,du2'ju4'zhi1'yan3,51350
读秒,du2'miao3,51351
断口,duan4'kou3,51352
断命,duan4'ming4,51353
对眼,dui4'yan3,51354
堕马,duo4'ma3,51355
饿虎扑食,e4'hu3'pu1'shi2,51356
耳尖,er3'jian1,51357
耳生,er3'sheng1,51358
二手烟,er4'shou3'yan1,51359
犯贱,fan4'jian4,51361
防盗锁,fang2'dao4'suo3,51362
放账,fang4'zhang4,51363
飞泉,fei1'quan2,51364
鲱鱼,fei1'yu2,51365
匪盗,fei3'dao4,51366
匪祸,fei3'huo4,51367
分镜头,fen1'jing4'tou2,51368
奋激,fen4'ji1,51369
风雨衣,feng1'yu3'yi1,51370
逢集,feng2'ji2,51371
扶上马,fu2'shang4'ma3,51372
复诵,fu4'song4,51373
伽马刀,ga1'ma3'dao1,51374
改调,gai3'diao4,51375
改恶从善,gai3'e4'cong2'shan4,51376
甘醇,gan1'chun2,51377
干仗,gan4'zhang4,51378
哥老会,ge1'lao3'hui4,51379
割弃,ge1'qi4,51380
阁僚,ge2'liao2,51381
各行其事,ge4'xing2'qi2'shi4,51382
跟脚,gen1'jiao3,51383
工尺,gong1'che3,51384
工运,gong1'yun4,51385
供果,gong4'guo3,51386
够交情,gou4'jiao1'qing2,51387
孤孀,gu1'shuang1,51388
官能症,guan1'neng2'zheng4,51389
官瘾,guan1'yin3,51390
灌洗,guan4'xi3,51391
归田,gui1'tian2,51392
贵庚,gui4'geng1,51393
滚轴,gun3'zhou2,51394
果盒,guo3'he2,51395
海损,hai3'sun3,51396
含羞草,han2'xiu1'cao3,51397
行货,hang2'huo4,51398
豪族,hao2'zu2,51399
河清海晏,he2'qing1'hai3'yan4,51400
河鱼,he2'yu2,51401
核讹诈,he2'e2'zha4,51402
黑牢,hei1'lao2,51403
黑溜溜,hei1'liu1'liu1,51404
黑窝点,hei1'wo1'dian3,51405
黑种人,hei1'zhong3'ren2,51406
轰赶,hong1'gan3,51407
红领章,hong2'ling3'zhang1,51408
红模子,hong2'mu2'zi,51409
鸿运,hong2'yun4,51410
喉节,hou2'jie2,51411
花糕,hua1'gao1,51412
化冻,hua4'dong4,51413
淮剧,huai2'ju4,51414
缓气,huan3'qi4,51415
换手,huan4'shou3,51416
徽剧,hui1'ju4,51417
回跌,hui2'die1,51418
回锅肉,hui2'guo1'rou4,51419
会阴,hui4'yin1,51420
贿金,hui4'jin1,51421
活字典,huo2'zi4'dian3,51422
火暴,huo3'bao4,51423
火漆,huo3'qi1,51424
积贫积弱,ji1'pin2'ji1'ruo4,51425
畸型,ji1'xing2,51426
急公好义,ji2'gong1'hao4'yi4,51427
急性病,ji2'xing4'bing4,51428
嫉贤妒能,ji2'xian2'du4'neng2,51429
记叙文,ji4'xu4'wen2,51430
祭灵,ji4'ling2,51431
寄宿制,ji4'su4'zhi4,51432
夹具,jia1'ju4,51433
家庭副业,jia1'ting2'fu4'ye4,51434
家学,jia1'xue2,51435
驾辕,jia4'yuan2,51436
监控器,jian1'kong4'qi4,51437
监票,jian1'piao4,51438
简省,jian3'sheng3,51439
见危授命,jian4'wei1'shou4'ming4,51440
谏言,jian4'yan2,51441
讲桌,jiang3'zhuo1,51442
娇客,jiao1'ke4,51443
胶丸,jiao1'wan2,51444
嗟来之食,jie1'lai2'zhi1'shi2,51445
界内,jie4'nei4,51446
精米,jing1'mi3,51447
景慕,jing3'mu4,51448
敬谢不敏,jing4'xie4'bu4'min3,51449
究办,jiu1'ban4,51450
酒瘾,jiu3'yin3,51451
就擒,jiu4'qin2,51452
居住证,ju1'zhu4'zheng4,51453
拒毒,ju4'du2,51454
绝户,jue2'hu4,51455
开犁,kai1'li2,51456
看家狗,kan1'jia1'gou3,51457
刻花,ke4'hua1,51458
孔眼,kong3'yan3,51459
口传心授,kou3'chuan2'xin1'shou4,51460
苦胆,ku3'dan3,51461
蜡炬,la4'ju4,51462
狼毫,lang2'hao2,51463
廊檐,lang2'yan2,51464
老年斑,lao3'nian2'ban1,51465
里程表,li3'cheng2'biao3,51466
里巷,li3'xiang4,51467
力行,li4'xing2,51468
历世,li4'shi4,51469
励志,li4'zhi4,51470
连亘,lian2'gen4,51471
炼焦炉,lian4'jiao1'lu2,51472
淋淋,lin2'lin2,51473
辚辚,lin2'lin2,51474
留鸟,liu2'niao3,51475
流量计,liu2'liang4'ji4,51476
卤菜,lu3'cai4,51477
路不拾遗,lu4'bu4'shi2'yi2,51478
略逊一筹,lve4'xun4'yi1'chou2,51479
螺丝帽,luo2'si1'mao4,51480
麻纺,ma2'fang3,51481
马蹄铁,ma3'ti2'tie3,51482
卖友求荣,mai4'you3'qiu2'rong2,51483
蔓生,man4'sheng1,51484
毛蚶,mao2'han1,51485
貌不惊人,mao4'bu4'jing1'ren2,51486
没轻没重,mei2'qing1'mei2'zhong4,51487
媚骨,mei4'gu3,51488
命大,ming4'da4,51489
命门,ming4'men2,51490
摹绘,mo2'hui4,51491
莫此为甚,mo4'ci3'wei2'shen4,51492
木糖醇,mu4'tang2'chun2,51493
拿腔拿调,na2'qiang1'na2'diao4,51494
男科,nan2'ke1,51495
难说话,nan2'shuo1'hua4,51496
内掌柜,nei4'zhang3'gui4,51497
嫩红,nen4'hong2,51498
嫩弱,nen4'ruo4,51499
黏合剂,nian2'he2'ji4,51500
尿失禁,niao4'shi1'jin4,51501
凝冻,ning2'dong4,51502
农业化,nong2'ye4'hua4,51504
派款,pai4'kuan3,51505
盘弄,pan2'nong4,51506
跑生意,pao3'sheng1'yi,51507
跑堂儿,pao3'tang2'er,51508
炮竹,pao4'zhu2,51509
喷壶,pen1'hu2,51510
篷布,peng2'bu4,51511
坯布,pi1'bu4,51512
胼手胝足,pian2'shou3'zhi1'zu2,51514
漂白剂,piao3'bai2'ji4,51515
凭恃,ping2'shi4,51516
七扭八歪,qi1'niu3'ba1'wai1,51517
妻管严,qi1'guan3'yan2,51518
奇勋,qi2'xun1,51519
起获,qi3'huo4,51520
谦辞,qian1'ci2,51521
强行军,qiang2'xing2'jun1,51522
轻活,qing1'huo2,51523
轻省,qing1'sheng,51524
倾城倾国,qing1'cheng2'qing1'guo2,51525
清漆,qing1'qi1,51526
穷骨头,qiong2'gu3'tou,51527
穹隆,qiong2'long2,51528
秋风扫落叶,qiu1'feng1'sao3'luo4'ye4,51529
球果,qiu2'guo3,51530
屈驾,qu1'jia4,51531
去势,qu4'shi4,51532
全知全能,quan2'zhi1'quan2'neng2,51533
绕弯儿,rao4'wan1'er,51534
人所不齿,ren2'suo3'bu4'chi3,51535
刃口,ren4'kou3,51536
日场,ri4'chang3,51537
日记账,ri4'ji4'zhang4,51538
荣任,rong2'ren4,51539
蝾螈,rong2'yuan2,51540
肉脯,rou4'pu2,51541
茹苦含辛,ru2'ku3'han2'xin1,51542
入列,ru4'lie4,51543
溽热,ru4're4,51544
软骨病,ruan3'gu3'bing4,51545
软座,ruan3'zuo4,51546
赛似,sai4'si4,51547
煞气,sha4'qi4,51548
闪电战,shan3'dian4'zhan4,51549
扇面儿,shan4'mian4'er,51550
上半月,shang4'ban4'yue4,51551
设岗,she4'gang3,51552
深耕细作,shen1'geng1'xi4'zuo4,51553
深壑,shen1'he4,51554
审订,shen3'ding4,51555
慎言,shen4'yan2,51556
圣诞卡,sheng4'dan4'ka3,51557
手硬,shou3'ying4,51558
淑静,shu1'jing4,51559
黍子,shu3'zi3,51560
数理统计,shu4'li3'tong3'ji4,51561
双数,shuang1'shu4,51562
双薪,shuang1'xin1,51563
水滨,shui3'bin1,51564
水滴石穿,shui3'di1'shi2'chuan1,51565
水泽,shui3'ze2,51566
讼案,song4'an4,51567
送站,song4'zhan4,51568
素装,su4'zhuang1,51569
缩印本,suo1'yin4'ben3,51570
弹冠相庆,tan2'guan1'xiang1'qing4,51571
汤料,tang1'liao4,51572
陶陶,tao2'tao2,51573
套裤,tao4'ku4,51574
题解,ti2'jie3,51575
替手,ti4'shou3,51576
天竺葵,tian1'zhu2'kui2,51577
田猎,tian2'lie4,51578
填发,tian2'fa1,51579
跳楼价,tiao4'lou2'jia4,51580
铁笔,tie3'bi3,51581
听写,ting1'xie3,51582
停付,ting2'fu4,51583
挺尸,ting3'shi1,51584
通条,tong1'tiao2,51585
茼蒿,tong2'hao1,51586
头帕,tou2'pa4,51587
头癣,tou2'xuan3,51588
投井下石,tou2'jing3'xia4'shi2,51589
透汗,tou4'han4,51590
涂片,tu2'pian4,51591
推求,tui1'qiu2,51592
屯粮,tun2'liang2,51593
托底,tuo1'di3,51594
拖腔,tuo1'qiang1,51595
脱靶,tuo1'ba3,51596
瓦灰,wa3'hui1,51597
婉词,wan3'ci2,51598
万马齐喑,wan4'ma3'qi2'yin1,51599
妄求,wang4'qiu2,51600
违碍,wei2'ai4,51601
畏避,wei4'bi4,51602
问答题,wen4'da2'ti2,51603
瓮中捉鳖,weng4'zhong1'zhuo1'bie1,51604
无妄之灾,wu2'wang4'zhi1'zai1,51605
五花肉,wu3'hua1'rou4,51606
西元,xi1'yuan2,51607
习染,xi2'ran3,51608
洗冤,xi3'yuan1,51609
下处,xia4'chu,51610
险隘,xian3'ai4,51611
香袋,xiang1'dai4,51612
象脚鼓,xiang4'jiao3'gu3,51613
橡皮泥,xiang4'pi2'ni2,51614
削面,xiao1'mian4,51615
销蚀,xiao1'shi2,51616
小刀会,xiao3'dao1'hui4,51617
晓市,xiao3'shi4,51618
晓事,xiao3'shi4,51619
泻肚,xie4'du4,51620
卸磨杀驴,xie4'mo4'sha1'lv2,51621
凶气,xiong1'qi4,51622
雄黄酒,xiong2'huang2'jiu3,51623
雄威,xiong2'wei1,51624
熊胆,xiong2'dan3,51625
羞臊,xiu1'sao4,51626
锈斑,xiu4'ban1,51627
絮烦,xu4'fan2,51628
喧扰,xuan1'rao3,51629
玄鸟,xuan2'niao3,51630
穴道,xue2'dao4,51631
学而不厌,xue2'er2'bu4'yan4,51632
雪藏,xue3'cang2,51633
血证,xue4'zheng4,51634
熏鸡,xun1'ji1,51635
鸭绒被,ya1'rong2'bei4,51636
哑场,ya3'chang3,51637
胭脂红,yan1'zhi1'hong2,51638
言无二价,yan2'wu2'er4'jia4,51639
眼生,yan3'sheng1,51640
艳闻,yan4'wen2,51641
阳离子,yang2'li2'zi3,51642
仰人鼻息,yang3'ren2'bi2'xi1,51643
妖法,yao1'fa3,51644
要目,yao4'mu4,51645
要则,yao4'ze2,51646
夜大学,ye4'da4'xue2,51647
一贯道,yi1'guan4'dao4,51648
一心一德,yi1'xin1'yi1'de2,51649
遗害,yi2'hai4,51650
遗墨,yi2'mo4,51651
译电,yi4'dian4,51652
易燃物,yi4'ran2'wu4,51653
意气相投,yi4'qi4'xiang1'tou2,51654
音区,yin1'qu1,51655
银环蛇,yin2'huan2'she2,51656
隐疾,yin3'ji2,51657
萤石,ying2'shi2,51658
佣钱,yong4'qian,51659
